tm_id,dfl_id,club_name,shirt_number,full_name_tm,date_of_birth,position,saison
392124,NULL,"FC Augsburg",25,DanielKlein,NULL,Torwart,2024_2025
392124,NULL,"FC Augsburg",25,DanielKlein,NULL,Torwart,2025_2026
392156,NULL,"1.FC Union Berlin",16,TimMaciejewski,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
392163,NULL,"SC Freiburg",33,NoahWeißhaupt,NULL,"Sturm - Linksaußen",2022_2023
392163,NULL,"SC Freiburg",7,NoahWeißhaupt,NULL,"Sturm - Linksaußen",2023_2024
392163,NULL,"SC Freiburg",NULL,NoahWeißhaupt,NULL,"Sturm - Linksaußen",2024_2025
392710,NULL,"1.FSV Mainz 05",15,LennardMaloney,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
392710,NULL,"1.FSV Mainz 05",15,LennardMaloney,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
392768,NULL,"Bayer 04 Leverkusen",17,CallumHudson-Odoi,NULL,"Sturm - Linksaußen",2022_2023
393323,NULL,"1.FC Union Berlin",7,BrendenAaronson,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
393512,NULL,"SV Werder Bremen",27,FelixAgu,NULL,"Abwehr - Linker Verteidiger",2022_2023
393512,NULL,"SV Werder Bremen",27,FelixAgu,NULL,"Abwehr - Linker Verteidiger",2023_2024
393512,NULL,"SV Werder Bremen",27,FelixAgu,NULL,"Abwehr - Linker Verteidiger",2024_2025
393512,NULL,"SV Werder Bremen",27,FelixAgu,NULL,"Abwehr - Linker Verteidiger",2025_2026
393745,NULL,"1.FC Köln",25,JusufGazibegovic,NULL,"Abwehr - Rechter Verteidiger",2024_2025
393745,NULL,"1.FC Köln",NULL,JusufGazibegovic,NULL,"Abwehr - Rechter Verteidiger",2025_2026
395516,NULL,"Bayer 04 Leverkusen",19,MoussaDiaby,NULL,"Sturm - Rechtsaußen",2022_2023
395522,NULL,"FC Augsburg",9,SamuelEssende,NULL,"Sturm - Mittelstürmer",2024_2025
395522,NULL,"FC Augsburg",NULL,SamuelEssende,NULL,"Sturm - Mittelstürmer",2025_2026
395671,NULL,"1.FC Köln",26,AnthonyRacioppi,NULL,Torwart,2024_2025
395928,NULL,"Borussia Dortmund",46,MarcoPašalić,NULL,"Sturm - Rechtsaußen",2022_2023
396333,NULL,"Hamburger SV",16,JaviMontero,NULL,"Abwehr - Innenverteidiger",2022_2023
397171,NULL,"1.FC Köln",14,"Gideon Mensah",NULL,NULL,2022_2023
400489,NULL,"RB Leipzig",6,EljifElmas,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
400489,NULL,"RB Leipzig",NULL,EljifElmas,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
400546,NULL,"VfB Stuttgart",28,NikolasNartey,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
400546,NULL,"VfB Stuttgart",28,NikolasNartey,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
400546,NULL,"VfB Stuttgart",28,NikolasNartey,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
400546,NULL,"VfB Stuttgart",28,NikolasNartey,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
401173,NULL,"Borussia Dortmund",10,JadonSancho,NULL,"Sturm - Linksaußen",2023_2024
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
401639,NULL,"FC Augsburg",NULL,LukasPetkov,NULL,"Sturm - Rechtsaußen",2022_2023
401639,NULL,"SV 07 Elversberg",25,LukasPetkov,NULL,"Sturm - Rechtsaußen",2024_2025
401639,NULL,"SV 07 Elversberg",25,LukasPetkov,NULL,"Sturm - Rechtsaußen",2025_2026
402008,NULL,"RB Leipzig",8,AmadouHaidara,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
402008,NULL,"RB Leipzig",8,AmadouHaidara,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
402008,NULL,"RB Leipzig",8,AmadouHaidara,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
402008,NULL,"RB Leipzig",NULL,AmadouHaidara,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
403177,NULL,"Hamburger SV",29,EmirSahiti,NULL,"Sturm - Rechtsaußen",2024_2025
403177,NULL,"Hamburger SV",NULL,EmirSahiti,NULL,"Sturm - Rechtsaußen",2025_2026
403898,NULL,"Borussia Mönchengladbach",NULL,JordanBeyer,NULL,"Abwehr - Innenverteidiger",2022_2023
404950,NULL,"RB Leipzig",13,NicolasSeiwald,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
404950,NULL,"RB Leipzig",13,NicolasSeiwald,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
404950,NULL,"RB Leipzig",13,NicolasSeiwald,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
405385,NULL,"SV Werder Bremen",3,YukinariSugawara,NULL,"Abwehr - Rechter Verteidiger",2025_2026
405393,NULL,"FC Schalke 04",14,SoichiroKozuki,NULL,"Sturm - Rechtsaußen",2022_2023
405393,NULL,"FC Schalke 04",14,SoichiroKozuki,NULL,"Sturm - Rechtsaußen",2023_2024
405568,NULL,"FC Augsburg",NULL,MauriceMalone,NULL,"Sturm - Mittelstürmer",2022_2023
405670,NULL,"Borussia Mönchengladbach",6,YannikEngelhardt,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
405674,NULL,"VfB Stuttgart",37,AntonisAidonis,NULL,"Abwehr - Innenverteidiger",2022_2023
405679,NULL,"SV 07 Elversberg",5,FrederikJäkel,NULL,"Abwehr - Innenverteidiger",2023_2024
405679,NULL,"SV 07 Elversberg",5,FrederikJäkel,NULL,"Abwehr - Innenverteidiger",2024_2025
405687,NULL,"FC Schalke 04",6,TomKrauß,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
405687,NULL,"1.FSV Mainz 05",14,TomKrauß,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
405687,NULL,"1.FC Köln",5,TomKrauß,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
405689,NULL,"1.FSV Mainz 05",NULL,MerveillePapela,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
405689,NULL,"1.FSV Mainz 05",24,MerveillePapela,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
405690,NULL,"Borussia Dortmund",30,OlePohlmann,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
406614,NULL,"SC Paderborn 07",49,"Oliver Batista Meier",NULL,NULL,2022_2023
406640,NULL,"Borussia Dortmund",8,FelixNmecha,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
406640,NULL,"Borussia Dortmund",8,FelixNmecha,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
406640,NULL,"Borussia Dortmund",8,FelixNmecha,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
406889,NULL,"SC Paderborn 07",16,PelleBoevink,NULL,Torwart,2022_2023
406889,NULL,"SC Paderborn 07",1,PelleBoevink,NULL,Torwart,2023_2024
406889,NULL,"SC Paderborn 07",NULL,PelleBoevink,NULL,Torwart,2024_2025
407098,NULL,"1.FC Köln",16,JakubKamiński,NULL,"Sturm - Linksaußen",2025_2026
409517,NULL,"1.FC Union Berlin",14,YorbeVertessen,NULL,"Sturm - Mittelstürmer",2023_2024
409517,NULL,"1.FC Union Berlin",NULL,YorbeVertessen,NULL,"Sturm - Mittelstürmer",2024_2025
410561,NULL,"FC Schalke 04",NULL,SidiSané,NULL,"Sturm - Rechtsaußen",2022_2023
410870,NULL,"FC Schalke 04",17,AdrianGantenbein,NULL,"Abwehr - Rechter Verteidiger",2024_2025
410870,NULL,"FC Schalke 04",17,AdrianGantenbein,NULL,"Abwehr - Rechter Verteidiger",2025_2026
412935,NULL,"Hamburger SV",10,ImmanuelPherai,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
412935,NULL,"Hamburger SV",10,ImmanuelPherai,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
412935,NULL,"SV 07 Elversberg",22,ImmanuelPherai,NULL,"Mittelfeld - Offensives Mittelfeld",2025_2026
412953,NULL,"TSG 1899 Hoffenheim",18,WouterBurger,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
413843,NULL,"SC Freiburg",NULL,KevenSchlotterbeck,NULL,"Abwehr - Innenverteidiger",2022_2023
413843,NULL,"SC Freiburg",NULL,KevenSchlotterbeck,NULL,"Abwehr - Innenverteidiger",2023_2024
413843,NULL,"FC Augsburg",31,KevenSchlotterbeck,NULL,"Abwehr - Innenverteidiger",2024_2025
413843,NULL,"FC Augsburg",31,KevenSchlotterbeck,NULL,"Abwehr - Innenverteidiger",2025_2026
415035,NULL,"TSG 1899 Hoffenheim",28,KokiMachida,NULL,"Abwehr - Innenverteidiger",2025_2026
415194,NULL,"Hamburger SV",18,BakeryJatta,NULL,"Sturm - Rechtsaußen",2022_2023
415194,NULL,"Hamburger SV",18,BakeryJatta,NULL,"Sturm - Rechtsaußen",2023_2024
415194,NULL,"Hamburger SV",18,BakeryJatta,NULL,"Sturm - Rechtsaußen",2024_2025
415194,NULL,"Hamburger SV",18,BakeryJatta,NULL,"Sturm - Rechtsaußen",2025_2026
415912,NULL,"VfB Stuttgart",5,KonstantinosMavropanos,NULL,"Abwehr - Innenverteidiger",2022_2023
415912,NULL,"VfB Stuttgart",NULL,KonstantinosMavropanos,NULL,"Abwehr - Innenverteidiger",2023_2024
416380,NULL,"1.FC Köln",9,RagnarAche,NULL,"Sturm - Mittelstürmer",2025_2026
420210,NULL,"RB Leipzig",3,LutsharelGeertruida,NULL,"Abwehr - Rechter Verteidiger",2024_2025
420210,NULL,"RB Leipzig",NULL,LutsharelGeertruida,NULL,"Abwehr - Rechter Verteidiger",2025_2026
420376,NULL,"SC Paderborn 07",18,MichaelMartin,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
421323,NULL,"SC Paderborn 07",44,"Timur Gayret",NULL,NULL,2022_2023
421637,NULL,"FC Augsburg",19,FrankOnyeka,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
422051,NULL,"FC Schalke 04",25,NikolaKatic,NULL,"Abwehr - Innenverteidiger",2025_2026
422355,NULL,"Eintracht Frankfurt",NULL,"Jens PetterHauge",NULL,"Sturm - Linksaußen",2022_2023
422355,NULL,"Eintracht Frankfurt",23,"Jens PetterHauge",NULL,"Sturm - Linksaußen",2023_2024
424204,NULL,"FC Bayern München",19,AlphonsoDavies,NULL,"Abwehr - Linker Verteidiger",2022_2023
424204,NULL,"FC Bayern München",19,AlphonsoDavies,NULL,"Abwehr - Linker Verteidiger",2023_2024
424204,NULL,"FC Bayern München",19,AlphonsoDavies,NULL,"Abwehr - Linker Verteidiger",2024_2025
424204,NULL,"FC Bayern München",NULL,AlphonsoDavies,NULL,"Abwehr - Linker Verteidiger",2025_2026
425478,NULL,"FC Schalke 04",NULL,NelsonAmadin,NULL,"Sturm - Rechtsaußen",2023_2024
425834,NULL,"SV 07 Elversberg",21,PaulStock,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
425834,NULL,"SV 07 Elversberg",21,PaulStock,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
428791,NULL,"Bayer 04 Leverkusen",NULL,Paulinho,NULL,"Sturm - Hängende Spitze",2022_2023
429874,NULL,"Eintracht Frankfurt",36,AnsgarKnauff,NULL,"Sturm - Rechtsaußen",2022_2023
429874,NULL,"Eintracht Frankfurt",36,AnsgarKnauff,NULL,"Sturm - Rechtsaußen",2023_2024
429874,NULL,"Eintracht Frankfurt",36,AnsgarKnauff,NULL,"Sturm - Rechtsaußen",2024_2025
429874,NULL,"Eintracht Frankfurt",7,AnsgarKnauff,NULL,"Sturm - Rechtsaußen",2025_2026
430034,NULL,"SV 07 Elversberg",2,NicholasMickelson,NULL,"Abwehr - Linker Verteidiger",2025_2026
431561,NULL,"VfB Stuttgart",32,RobertoMassimo,NULL,"Sturm - Rechtsaußen",2023_2024
431848,NULL,"Hamburger SV",34,JonasDavid,NULL,"Abwehr - Innenverteidiger",2022_2023
431848,NULL,"Hamburger SV",NULL,JonasDavid,NULL,"Abwehr - Innenverteidiger",2023_2024
432403,NULL,"SC Freiburg",20,"Rihito Yamamoto",NULL,NULL,2022_2023
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,NULL,Torwart,2022_2023
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,NULL,Torwart,2023_2024
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,NULL,Torwart,2024_2025
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,NULL,Torwart,2025_2026
432757,NULL,"Hamburger SV",44,MarioVuskovic,NULL,"Abwehr - Innenverteidiger",2022_2023
432757,NULL,"Hamburger SV",44,MarioVuskovic,NULL,"Abwehr - Innenverteidiger",2023_2024
433185,NULL,"Hamburger SV",17,XavierAmaechi,NULL,"Sturm - Rechtsaußen",2022_2023
433894,NULL,"Hamburger SV",36,AnssiSuhonen,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
433894,NULL,"Hamburger SV",36,AnssiSuhonen,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
433894,NULL,"Hamburger SV",NULL,AnssiSuhonen,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
434110,NULL,"FC Schalke 04",3,LeoGreiml,NULL,"Abwehr - Innenverteidiger",2022_2023
434110,NULL,"FC Schalke 04",3,LeoGreiml,NULL,"Abwehr - Innenverteidiger",2023_2024
434116,NULL,"TSG 1899 Hoffenheim",22,AlexanderPrass,NULL,"Mittelfeld - Linkes Mittelfeld",2024_2025
434116,NULL,"TSG 1899 Hoffenheim",22,AlexanderPrass,NULL,"Mittelfeld - Linkes Mittelfeld",2025_2026
435648,NULL,"FC Bayern München",32,JoshuaZirkzee,NULL,"Sturm - Mittelstürmer",2022_2023
436064,NULL,"VfB Stuttgart",3,RamonHendriks,NULL,"Abwehr - Innenverteidiger",2024_2025
436064,NULL,"VfB Stuttgart",3,RamonHendriks,NULL,"Abwehr - Innenverteidiger",2025_2026
436585,NULL,"1.FSV Mainz 05",37,DelanoBurgzorg,NULL,"Sturm - Linksaußen",2022_2023
440386,NULL,"SC Paderborn 07",31,MaximilianRohr,NULL,"Abwehr - Innenverteidiger",2022_2023
440386,NULL,"SC Paderborn 07",31,MaximilianRohr,NULL,"Abwehr - Innenverteidiger",2023_2024
440386,NULL,"SV 07 Elversberg",31,MaximilianRohr,NULL,"Abwehr - Innenverteidiger",2024_2025
440386,NULL,"SV 07 Elversberg",31,MaximilianRohr,NULL,"Abwehr - Innenverteidiger",2025_2026
442891,NULL,"Bayer 04 Leverkusen",11,MartinTerrier,NULL,"Sturm - Linksaußen",2024_2025
442891,NULL,"Bayer 04 Leverkusen",11,MartinTerrier,NULL,"Sturm - Linksaußen",2025_2026
443331,NULL,"SC Freiburg",6,PatrickOsterhage,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
443331,NULL,"SC Freiburg",6,PatrickOsterhage,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
443710,NULL,"TSG 1899 Hoffenheim",13,AngeloStiller,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
443710,NULL,"TSG 1899 Hoffenheim",NULL,AngeloStiller,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
443710,NULL,"VfB Stuttgart",6,AngeloStiller,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
443710,NULL,"VfB Stuttgart",6,AngeloStiller,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
443855,NULL,"SC Paderborn 07",9,NickBätzner,NULL,"Sturm - Linksaußen",2025_2026
445606,NULL,"1.FSV Mainz 05",NULL,"FabioMoreno Fell",NULL,"Sturm - Mittelstürmer",2025_2026
445939,NULL,"Eintracht Frankfurt",7,OmarMarmoush,NULL,"Sturm - Mittelstürmer",2023_2024
445939,NULL,"Eintracht Frankfurt",7,OmarMarmoush,NULL,"Sturm - Mittelstürmer",2024_2025
447799,NULL,"SC Paderborn 07",40,NiclasNadj,NULL,"Sturm - Rechtsaußen",2022_2023
447799,NULL,"SC Paderborn 07",40,NiclasNadj,NULL,"Sturm - Rechtsaußen",2023_2024
448177,NULL,"1.FSV Mainz 05",11,JessicNgankam,NULL,"Sturm - Mittelstürmer",2023_2024
448177,NULL,"Eintracht Frankfurt",NULL,JessicNgankam,NULL,"Sturm - Mittelstürmer",2025_2026
448257,NULL,"Hamburger SV",42,OgechikaHeil,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,NULL,"Abwehr - Rechter Verteidiger",2022_2023
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,NULL,"Abwehr - Rechter Verteidiger",2023_2024
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,NULL,"Abwehr - Rechter Verteidiger",2024_2025
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,NULL,"Abwehr - Rechter Verteidiger",2025_2026
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,NULL,"Abwehr - Innenverteidiger",2022_2023
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,NULL,"Abwehr - Innenverteidiger",2023_2024
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,NULL,"Abwehr - Innenverteidiger",2024_2025
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,NULL,"Abwehr - Innenverteidiger",2025_2026
448705,NULL,"Eintracht Frankfurt",40,DiantRamaj,NULL,Torwart,2022_2023
449592,NULL,"SV Werder Bremen",18,CameronPuertas,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
449597,NULL,"SV Werder Bremen",23,IsaacSchmidt,NULL,"Abwehr - Rechter Verteidiger",2025_2026
450234,NULL,"TSG 1899 Hoffenheim",30,MarcoJohn,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
451276,NULL,"RB Leipzig",17,DominikSzoboszlai,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
451403,NULL,"1.FC Union Berlin",38,LaurenzDehl,NULL,"Abwehr - Rechter Verteidiger",2023_2024
452054,NULL,"FC Schalke 04",NULL,JoeyMüller,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
452054,NULL,"FC Schalke 04",NULL,JoeyMüller,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
452068,NULL,"Bayer 04 Leverkusen",32,AymanAzhil,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
452068,NULL,"Borussia Dortmund",NULL,AymanAzhil,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
452477,NULL,"SC Freiburg",20,JuniorAdamu,NULL,"Sturm - Mittelstürmer",2023_2024
452477,NULL,"SC Freiburg",20,JuniorAdamu,NULL,"Sturm - Mittelstürmer",2024_2025
452477,NULL,"SC Freiburg",NULL,JuniorAdamu,NULL,"Sturm - Mittelstürmer",2025_2026
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,NULL,"Abwehr - Rechter Verteidiger",2022_2023
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,NULL,"Abwehr - Rechter Verteidiger",2023_2024
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,NULL,"Abwehr - Rechter Verteidiger",2024_2025
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,NULL,"Abwehr - Rechter Verteidiger",2025_2026
453121,NULL,"SC Paderborn 07",10,KoenKostons,NULL,"Sturm - Mittelstürmer",2023_2024
453121,NULL,"SC Paderborn 07",NULL,KoenKostons,NULL,"Sturm - Mittelstürmer",2024_2025
453307,NULL,"SV 07 Elversberg",27,FilimonGerezgiher,NULL,"Sturm - Linksaußen",2024_2025
453307,NULL,"SV 07 Elversberg",NULL,FilimonGerezgiher,NULL,"Sturm - Linksaußen",2025_2026
453737,NULL,"Borussia Dortmund",35,MarcelLotka,NULL,Torwart,2022_2023
453737,NULL,"Borussia Dortmund",35,MarcelLotka,NULL,Torwart,2023_2024
453737,NULL,"Borussia Dortmund",35,MarcelLotka,NULL,Torwart,2024_2025
453757,NULL,"1.FC Köln",34,JulianRoloff,NULL,Torwart,2022_2023
453770,NULL,"FC Schalke 04",28,JustinHeekeren,NULL,Torwart,2022_2023
453770,NULL,"FC Schalke 04",28,JustinHeekeren,NULL,Torwart,2023_2024
453770,NULL,"FC Schalke 04",28,JustinHeekeren,NULL,Torwart,2024_2025
453770,NULL,"FC Schalke 04",NULL,JustinHeekeren,NULL,Torwart,2025_2026
453865,NULL,"SC Freiburg",24,KimberlyEzekwem,NULL,"Abwehr - Linker Verteidiger",2022_2023
453865,NULL,"SC Paderborn 07",19,KimberlyEzekwem,NULL,"Abwehr - Linker Verteidiger",2023_2024
453870,NULL,"1.FC Union Berlin",16,BenedictHollerbach,NULL,"Sturm - Mittelstürmer",2023_2024
453870,NULL,"1.FC Union Berlin",16,BenedictHollerbach,NULL,"Sturm - Mittelstürmer",2024_2025
453870,NULL,"1.FSV Mainz 05",17,BenedictHollerbach,NULL,"Sturm - Mittelstürmer",2025_2026
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
455661,NULL,"SV 07 Elversberg",27,NickWoltemade,NULL,"Sturm - Mittelstürmer",2022_2023
455661,NULL,"SV Werder Bremen",29,NickWoltemade,NULL,"Sturm - Mittelstürmer",2023_2024
455661,NULL,"VfB Stuttgart",11,NickWoltemade,NULL,"Sturm - Mittelstürmer",2024_2025
455661,NULL,"VfB Stuttgart",NULL,NickWoltemade,NULL,"Sturm - Mittelstürmer",2025_2026
455662,NULL,"SV Werder Bremen",33,AbdenegoNankishi,NULL,"Sturm - Linksaußen",2024_2025
455922,NULL,"Borussia Mönchengladbach",41,JanOlschowsky,NULL,Torwart,2022_2023
455922,NULL,"Borussia Mönchengladbach",41,JanOlschowsky,NULL,Torwart,2023_2024
455922,NULL,"Borussia Mönchengladbach",23,JanOlschowsky,NULL,Torwart,2025_2026
456492,NULL,"Eintracht Frankfurt",11,FarideAlidou,NULL,"Sturm - Linksaußen",2022_2023
456492,NULL,"1.FC Köln",40,FarideAlidou,NULL,"Sturm - Linksaußen",2023_2024
457341,NULL,"FC Schalke 04",5,DerryMurkin,NULL,"Abwehr - Linker Verteidiger",2023_2024
457341,NULL,"FC Schalke 04",5,DerryMurkin,NULL,"Abwehr - Linker Verteidiger",2024_2025
460245,NULL,"FC Schalke 04",25,MoritzJenz,NULL,"Abwehr - Innenverteidiger",2022_2023
460245,NULL,"1.FSV Mainz 05",3,MoritzJenz,NULL,"Abwehr - Innenverteidiger",2024_2025
460655,NULL,"FC Schalke 04",9,MoussaSylla,NULL,"Sturm - Mittelstürmer",2024_2025
460655,NULL,"FC Schalke 04",9,MoussaSylla,NULL,"Sturm - Mittelstürmer",2025_2026
464154,NULL,"1.FC Köln",27,ImadRondic,NULL,"Sturm - Mittelstürmer",2024_2025
467250,NULL,"Borussia Mönchengladbach",22,"Yukhym Konoplya",NULL,NULL,2022_2023
467434,NULL,"Borussia Mönchengladbach",NULL,RoccoReitz,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
467434,NULL,"Borussia Mönchengladbach",27,RoccoReitz,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
467434,NULL,"Borussia Mönchengladbach",27,RoccoReitz,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
467434,NULL,"Borussia Mönchengladbach",27,RoccoReitz,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
467437,NULL,"Bayer 04 Leverkusen",10,MalikTillman,NULL,"Mittelfeld - Offensives Mittelfeld",2025_2026
467720,NULL,"Borussia Dortmund",18,YoussoufaMoukoko,NULL,"Sturm - Mittelstürmer",2022_2023
467720,NULL,"Borussia Dortmund",18,YoussoufaMoukoko,NULL,"Sturm - Mittelstürmer",2023_2024
468539,NULL,"FC Bayern München",18,DanielPeretz,NULL,Torwart,2023_2024
468539,NULL,"FC Bayern München",18,DanielPeretz,NULL,Torwart,2024_2025
468539,NULL,"Hamburger SV",NULL,DanielPeretz,NULL,Torwart,2025_2026
469949,NULL,"Hamburger SV",33,NoahKatterbach,NULL,"Abwehr - Linker Verteidiger",2022_2023
469949,NULL,"Hamburger SV",33,NoahKatterbach,NULL,"Abwehr - Linker Verteidiger",2023_2024
469949,NULL,"Hamburger SV",33,NoahKatterbach,NULL,"Abwehr - Linker Verteidiger",2024_2025
469949,NULL,"Hamburger SV",3,NoahKatterbach,NULL,"Abwehr - Linker Verteidiger",2025_2026
470038,NULL,"Hamburger SV",11,RansfordKönigsdörffer,NULL,"Sturm - Mittelstürmer",2022_2023
470038,NULL,"Hamburger SV",11,RansfordKönigsdörffer,NULL,"Sturm - Mittelstürmer",2023_2024
470038,NULL,"Hamburger SV",11,RansfordKönigsdörffer,NULL,"Sturm - Mittelstürmer",2024_2025
470038,NULL,"Hamburger SV",11,RansfordKönigsdörffer,NULL,"Sturm - Mittelstürmer",2025_2026
470594,NULL,"VfB Stuttgart",NULL,ClintonMola,NULL,"Abwehr - Innenverteidiger",2022_2023
470815,NULL,"FC Schalke 04",21,NiklasTauer,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
470815,NULL,"FC Schalke 04",21,NiklasTauer,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
470815,NULL,"1.FSV Mainz 05",28,NiklasTauer,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
470816,NULL,"VfB Stuttgart",42,FlorianSchock,NULL,Torwart,2022_2023
470816,NULL,"VfB Stuttgart",42,FlorianSchock,NULL,Torwart,2023_2024
471055,NULL,"SC Paderborn 07",9,MarvinPieringer,NULL,"Sturm - Mittelstürmer",2022_2023
471888,NULL,"SV Werder Bremen",33,TomBerger,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
471897,NULL,"FC Schalke 04",NULL,JimmyKaparos,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
472242,NULL,"FC Schalke 04",23,MehmetAydin,NULL,"Abwehr - Rechter Verteidiger",2022_2023
472242,NULL,"FC Schalke 04",23,MehmetAydin,NULL,"Abwehr - Rechter Verteidiger",2024_2025
472243,NULL,"VfB Stuttgart",25,LilianEgloff,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
472243,NULL,"VfB Stuttgart",25,LilianEgloff,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
472249,NULL,"1.FC Köln",29,JanThielmann,NULL,"Sturm - Rechtsaußen",2022_2023
472249,NULL,"1.FC Köln",29,JanThielmann,NULL,"Sturm - Rechtsaußen",2023_2024
472249,NULL,"1.FC Köln",29,JanThielmann,NULL,"Sturm - Rechtsaußen",2024_2025
