tm_id,dfl_id,club_name,shirt_number,full_name_tm,date_of_birth,position,saison
208167,NULL,"SV Werder Bremen",9,DawidKownacki,NULL,"Sturm - Mittelstürmer",2023_2024
211530,NULL,"1.FSV Mainz 05",33,OmerHanin,NULL,Torwart,2022_2023
212723,NULL,"Eintracht Frankfurt",8,DjibrilSow,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
213751,NULL,"Hamburger SV",4,SebastianSchonlau,NULL,"Abwehr - Innenverteidiger",2022_2023
213751,NULL,"Hamburger SV",4,SebastianSchonlau,NULL,"Abwehr - Innenverteidiger",2023_2024
213751,NULL,"Hamburger SV",4,SebastianSchonlau,NULL,"Abwehr - Innenverteidiger",2024_2025
215099,NULL,"Bayer 04 Leverkusen",22,DaleySinkgraven,NULL,"Abwehr - Linker Verteidiger",2022_2023
215599,NULL,"RB Leipzig",16,LukasKlostermann,NULL,"Abwehr - Innenverteidiger",2022_2023
215599,NULL,"RB Leipzig",16,LukasKlostermann,NULL,"Abwehr - Innenverteidiger",2023_2024
215599,NULL,"RB Leipzig",16,LukasKlostermann,NULL,"Abwehr - Innenverteidiger",2024_2025
215599,NULL,"RB Leipzig",16,LukasKlostermann,NULL,"Abwehr - Innenverteidiger",2025_2026
216181,NULL,"Eintracht Frankfurt",18,AlmamyTouré,NULL,"Abwehr - Innenverteidiger",2022_2023
216422,NULL,"SV 07 Elversberg",33,MauriceNeubauer,NULL,"Mittelfeld - Linkes Mittelfeld",2022_2023
216422,NULL,"SV 07 Elversberg",33,MauriceNeubauer,NULL,"Mittelfeld - Linkes Mittelfeld",2023_2024
216422,NULL,"SV 07 Elversberg",33,MauriceNeubauer,NULL,"Mittelfeld - Linkes Mittelfeld",2024_2025
221316,NULL,"Bayer 04 Leverkusen",21,LucasVázquez,NULL,"Abwehr - Rechter Verteidiger",2025_2026
222859,NULL,"FC Schalke 04",NULL,FlorentMollet,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
223967,NULL,"RB Leipzig",27,KonradLaimer,NULL,"Abwehr - Rechter Verteidiger",2022_2023
223967,NULL,"FC Bayern München",27,KonradLaimer,NULL,"Abwehr - Rechter Verteidiger",2023_2024
223967,NULL,"FC Bayern München",27,KonradLaimer,NULL,"Abwehr - Rechter Verteidiger",2024_2025
223967,NULL,"FC Bayern München",NULL,KonradLaimer,NULL,"Abwehr - Rechter Verteidiger",2025_2026
223972,NULL,"Bayer 04 Leverkusen",28,PatrickPentz,NULL,Torwart,2022_2023
223972,NULL,"Bayer 04 Leverkusen",NULL,PatrickPentz,NULL,Torwart,2023_2024
223974,NULL,"TSG 1899 Hoffenheim",NULL,StefanPosch,NULL,"Abwehr - Innenverteidiger",2022_2023
223974,NULL,"1.FSV Mainz 05",4,StefanPosch,NULL,"Abwehr - Innenverteidiger",2025_2026
223979,NULL,"RB Leipzig",24,XaverSchlager,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
223979,NULL,"RB Leipzig",24,XaverSchlager,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
223979,NULL,"RB Leipzig",24,XaverSchlager,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
223979,NULL,"RB Leipzig",24,XaverSchlager,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
225657,NULL,"SC Freiburg",3,PhilippLienhart,NULL,"Abwehr - Innenverteidiger",2022_2023
225657,NULL,"SC Freiburg",3,PhilippLienhart,NULL,"Abwehr - Innenverteidiger",2023_2024
225657,NULL,"SC Freiburg",3,PhilippLienhart,NULL,"Abwehr - Innenverteidiger",2024_2025
225657,NULL,"SC Freiburg",3,PhilippLienhart,NULL,"Abwehr - Innenverteidiger",2025_2026
226524,NULL,"1.FC Union Berlin",2,MortenThorsby,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,NULL,Torwart,2022_2023
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,NULL,Torwart,2023_2024
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,NULL,Torwart,2024_2025
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,NULL,Torwart,2025_2026
227093,NULL,"SV 07 Elversberg",9,DominikMartinovic,NULL,"Sturm - Mittelstürmer",2023_2024
227110,NULL,"Hamburger SV",25,JordanTorunarigha,NULL,"Abwehr - Innenverteidiger",2025_2026
228386,NULL,"SV 07 Elversberg",22,JosephBoyamba,NULL,"Sturm - Rechtsaußen",2023_2024
228386,NULL,"SV 07 Elversberg",NULL,JosephBoyamba,NULL,"Sturm - Rechtsaußen",2024_2025
228645,NULL,"TSG 1899 Hoffenheim",10,WoutWeghorst,NULL,"Sturm - Mittelstürmer",2023_2024
229005,NULL,"RB Leipzig",37,AbdouDiallo,NULL,"Abwehr - Innenverteidiger",2022_2023
229006,NULL,"Borussia Mönchengladbach",9,FranckHonorat,NULL,"Sturm - Rechtsaußen",2023_2024
229006,NULL,"Borussia Mönchengladbach",9,FranckHonorat,NULL,"Sturm - Rechtsaußen",2024_2025
229006,NULL,"Borussia Mönchengladbach",9,FranckHonorat,NULL,"Sturm - Rechtsaußen",2025_2026
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,NULL,"Sturm - Mittelstürmer",2022_2023
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,NULL,"Sturm - Mittelstürmer",2023_2024
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,NULL,"Sturm - Mittelstürmer",2024_2025
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,NULL,"Sturm - Mittelstürmer",2025_2026
230749,NULL,"SC Paderborn 07",NULL,"AdrianBravo Sanchez",NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
230818,NULL,"SC Freiburg",35,FabianRüdlin,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
232144,NULL,"1.FC Union Berlin",32,MilosPantovic,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
232144,NULL,"1.FC Union Berlin",NULL,MilosPantovic,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
232418,NULL,"1.FC Köln",NULL,OndrejDuda,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
232454,NULL,"Bayer 04 Leverkusen",11,NadiemAmiri,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
232454,NULL,"1.FSV Mainz 05",18,NadiemAmiri,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
232454,NULL,"1.FSV Mainz 05",18,NadiemAmiri,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
232454,NULL,"1.FSV Mainz 05",10,NadiemAmiri,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
232463,NULL,"VfB Stuttgart",20,LucaPfeiffer,NULL,"Sturm - Mittelstürmer",2022_2023
232463,NULL,"SV 07 Elversberg",16,LucaPfeiffer,NULL,"Sturm - Mittelstürmer",2025_2026
233782,NULL,"1.FC Union Berlin",20,AïssaLaïdouni,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
233782,NULL,"1.FC Union Berlin",20,AïssaLaïdouni,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
236981,NULL,"1.FC Köln",4,TimoHübers,NULL,"Abwehr - Innenverteidiger",2022_2023
236981,NULL,"1.FC Köln",4,TimoHübers,NULL,"Abwehr - Innenverteidiger",2023_2024
236981,NULL,"1.FC Köln",4,TimoHübers,NULL,"Abwehr - Innenverteidiger",2024_2025
236981,NULL,"1.FC Köln",4,TimoHübers,NULL,"Abwehr - Innenverteidiger",2025_2026
236986,NULL,"SV 07 Elversberg",31,ThoreJacobsen,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
236986,NULL,"SV 07 Elversberg",31,ThoreJacobsen,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,NULL,"Sturm - Mittelstürmer",2022_2023
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,NULL,"Sturm - Mittelstürmer",2023_2024
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,NULL,"Sturm - Mittelstürmer",2024_2025
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,NULL,"Sturm - Mittelstürmer",2025_2026
237226,NULL,"SC Paderborn 07",6,MarvinMehlem,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
237666,NULL,"Hamburger SV",30,SilvanHefti,NULL,"Abwehr - Rechter Verteidiger",2024_2025
238407,NULL,"RB Leipzig",NULL,AlexanderSørloth,NULL,"Sturm - Mittelstürmer",2022_2023
238639,NULL,"FC Augsburg",15,SteveMounié,NULL,"Sturm - Mittelstürmer",2024_2025
238639,NULL,"FC Augsburg",NULL,SteveMounié,NULL,"Sturm - Mittelstürmer",2025_2026
239972,NULL,"SC Paderborn 07",28,JonasCarls,NULL,"Abwehr - Linker Verteidiger",2022_2023
240274,NULL,"1.FSV Mainz 05",NULL,AndersonLucoqui,NULL,"Abwehr - Linker Verteidiger",2022_2023
241307,NULL,"FC Schalke 04",27,FinnPorath,NULL,"Mittelfeld - Rechtes Mittelfeld",2025_2026
241477,NULL,"FC Schalke 04",2,ThomasOuwejan,NULL,"Abwehr - Innenverteidiger",2022_2023
241477,NULL,"FC Schalke 04",2,ThomasOuwejan,NULL,"Abwehr - Innenverteidiger",2023_2024
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,NULL,"Sturm - Mittelstürmer",2022_2023
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,NULL,"Sturm - Mittelstürmer",2023_2024
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,NULL,"Sturm - Mittelstürmer",2024_2025
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,NULL,"Sturm - Mittelstürmer",2025_2026
243188,NULL,"Hamburger SV",8,LászlóBénes,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
243188,NULL,"Hamburger SV",8,LászlóBénes,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
243188,NULL,"1.FC Union Berlin",20,LászlóBénes,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
243605,NULL,"SV 07 Elversberg",21,ErosDacaj,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
243714,NULL,"FC Bayern München",11,KingsleyComan,NULL,"Sturm - Linksaußen",2022_2023
243714,NULL,"FC Bayern München",11,KingsleyComan,NULL,"Sturm - Linksaußen",2023_2024
243714,NULL,"FC Bayern München",11,KingsleyComan,NULL,"Sturm - Linksaußen",2024_2025
243856,NULL,"SV Werder Bremen",26,"Cedric Itten",NULL,NULL,2022_2023
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
244997,NULL,"SV 07 Elversberg",26,ArneSicker,NULL,"Abwehr - Linker Verteidiger",2023_2024
244997,NULL,"SV 07 Elversberg",26,ArneSicker,NULL,"Abwehr - Linker Verteidiger",2024_2025
247555,NULL,"1.FSV Mainz 05",20,EdimilsonFernandes,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
247555,NULL,"1.FSV Mainz 05",20,EdimilsonFernandes,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
247555,NULL,"1.FSV Mainz 05",NULL,EdimilsonFernandes,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
247915,NULL,"Borussia Mönchengladbach",1,JonasOmlin,NULL,Torwart,2022_2023
247915,NULL,"Borussia Mönchengladbach",1,JonasOmlin,NULL,Torwart,2023_2024
247915,NULL,"Borussia Mönchengladbach",1,JonasOmlin,NULL,Torwart,2024_2025
247915,NULL,"Borussia Mönchengladbach",NULL,JonasOmlin,NULL,Torwart,2025_2026
248999,NULL,"SC Freiburg",9,LucasHöler,NULL,"Sturm - Mittelstürmer",2022_2023
248999,NULL,"SC Freiburg",9,LucasHöler,NULL,"Sturm - Mittelstürmer",2023_2024
248999,NULL,"SC Freiburg",9,LucasHöler,NULL,"Sturm - Mittelstürmer",2024_2025
248999,NULL,"SC Freiburg",9,LucasHöler,NULL,"Sturm - Mittelstürmer",2025_2026
249157,NULL,"FC Augsburg",24,FredrikJensen,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
249157,NULL,"FC Augsburg",24,FredrikJensen,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
249157,NULL,"FC Augsburg",24,FredrikJensen,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
250013,NULL,"1.FSV Mainz 05",NULL,AngeloFulgini,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
251299,NULL,"1.FSV Mainz 05",1,FinnDahmen,NULL,Torwart,2022_2023
251299,NULL,"FC Augsburg",1,FinnDahmen,NULL,Torwart,2023_2024
251299,NULL,"FC Augsburg",1,FinnDahmen,NULL,Torwart,2024_2025
251299,NULL,"FC Augsburg",1,FinnDahmen,NULL,Torwart,2025_2026
251302,NULL,"FC Augsburg",30,NiklasDorsch,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
251302,NULL,"FC Augsburg",30,NiklasDorsch,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
251302,NULL,"FC Augsburg",NULL,NiklasDorsch,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
251309,NULL,"TSG 1899 Hoffenheim",8,DennisGeiger,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
251309,NULL,"TSG 1899 Hoffenheim",8,DennisGeiger,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
251309,NULL,"TSG 1899 Hoffenheim",8,DennisGeiger,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
251878,NULL,"1.FSV Mainz 05",3,AarónMartín,NULL,"Abwehr - Linker Verteidiger",2022_2023
257455,NULL,"FC Bayern München",16,JoãoPalhinha,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
257814,NULL,"Borussia Dortmund",1,GregorKobel,NULL,Torwart,2022_2023
257814,NULL,"Borussia Dortmund",1,GregorKobel,NULL,Torwart,2023_2024
257814,NULL,"Borussia Dortmund",1,GregorKobel,NULL,Torwart,2024_2025
257814,NULL,"Borussia Dortmund",1,GregorKobel,NULL,Torwart,2025_2026
258039,NULL,"Eintracht Frankfurt",24,AurélioButa,NULL,"Abwehr - Rechter Verteidiger",2022_2023
258039,NULL,"Eintracht Frankfurt",24,AurélioButa,NULL,"Abwehr - Rechter Verteidiger",2023_2024
258039,NULL,"Eintracht Frankfurt",NULL,AurélioButa,NULL,"Abwehr - Rechter Verteidiger",2025_2026
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,NULL,"Sturm - Rechtsaußen",2022_2023
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,NULL,"Sturm - Rechtsaußen",2023_2024
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,NULL,"Sturm - Rechtsaußen",2024_2025
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,NULL,"Sturm - Rechtsaußen",2025_2026
260053,NULL,"SV Werder Bremen",1,JiriPavlenka,NULL,Torwart,2022_2023
260053,NULL,"SV Werder Bremen",1,JiriPavlenka,NULL,Torwart,2023_2024
261504,NULL,"Bayer 04 Leverkusen",24,AleixGarcía,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
261504,NULL,"Bayer 04 Leverkusen",24,AleixGarcía,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
263361,NULL,"Borussia Mönchengladbach",39,MaximilianWöber,NULL,"Abwehr - Innenverteidiger",2023_2024
263361,NULL,"SV Werder Bremen",39,MaximilianWöber,NULL,"Abwehr - Innenverteidiger",2025_2026
263380,NULL,"SC Freiburg",6,AttilaSzalai,NULL,"Abwehr - Innenverteidiger",2023_2024
263380,NULL,"TSG 1899 Hoffenheim",NULL,AttilaSzalai,NULL,"Abwehr - Innenverteidiger",2024_2025
263801,NULL,"TSG 1899 Hoffenheim",15,KasimAdams,NULL,"Abwehr - Innenverteidiger",2023_2024
263804,NULL,"FC Augsburg",11,PepBiel,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
264960,NULL,"SV 07 Elversberg",14,RobinFellhauer,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
264960,NULL,"SV 07 Elversberg",14,RobinFellhauer,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
264960,NULL,"SV 07 Elversberg",6,RobinFellhauer,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
264960,NULL,"FC Augsburg",19,RobinFellhauer,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
265127,NULL,"FC Schalke 04",33,ÉderBalanta,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
269878,NULL,"1.FSV Mainz 05",11,MarcusIngvartsen,NULL,"Sturm - Mittelstürmer",2022_2023
270393,NULL,"TSG 1899 Hoffenheim",29,RobertSkov,NULL,"Mittelfeld - Linkes Mittelfeld",2022_2023
270393,NULL,"TSG 1899 Hoffenheim",29,RobertSkov,NULL,"Mittelfeld - Linkes Mittelfeld",2023_2024
270393,NULL,"1.FC Union Berlin",24,RobertSkov,NULL,"Mittelfeld - Linkes Mittelfeld",2024_2025
270393,NULL,"1.FC Union Berlin",24,RobertSkov,NULL,"Mittelfeld - Linkes Mittelfeld",2025_2026
270541,NULL,"VfB Stuttgart",9,SerhouGuirassy,NULL,"Sturm - Mittelstürmer",2022_2023
270541,NULL,"VfB Stuttgart",9,SerhouGuirassy,NULL,"Sturm - Mittelstürmer",2023_2024
270541,NULL,"Borussia Dortmund",9,SerhouGuirassy,NULL,"Sturm - Mittelstürmer",2024_2025
270541,NULL,"Borussia Dortmund",9,SerhouGuirassy,NULL,"Sturm - Mittelstürmer",2025_2026
272278,NULL,"VfB Stuttgart",22,ChrisFührich,NULL,"Sturm - Linksaußen",2022_2023
272278,NULL,"VfB Stuttgart",27,ChrisFührich,NULL,"Sturm - Linksaußen",2023_2024
272278,NULL,"VfB Stuttgart",27,ChrisFührich,NULL,"Sturm - Linksaußen",2024_2025
272278,NULL,"VfB Stuttgart",10,ChrisFührich,NULL,"Sturm - Linksaußen",2025_2026
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,NULL,"Mittelfeld - Offensives Mittelfeld",2025_2026
272638,NULL,"Eintracht Frankfurt",NULL,JérômeOnguéné,NULL,"Abwehr - Innenverteidiger",2022_2023
272812,NULL,"1.FC Köln",NULL,KingsleyEhizibue,NULL,"Abwehr - Rechter Verteidiger",2022_2023
272845,NULL,"SV 07 Elversberg",5,"Laurinvon Piechowski",NULL,"Abwehr - Innenverteidiger",2022_2023
273132,NULL,"1.FC Union Berlin",6,RobinGosens,NULL,"Abwehr - Linker Verteidiger",2023_2024
273132,NULL,"1.FC Union Berlin",NULL,RobinGosens,NULL,"Abwehr - Linker Verteidiger",2024_2025
274461,NULL,"Borussia Dortmund",30,FelixPasslack,NULL,"Abwehr - Rechter Verteidiger",2022_2023
275249,NULL,"SV Werder Bremen",22,NiklasSchmidt,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
277179,NULL,"TSG 1899 Hoffenheim",11,Angeliño,NULL,"Abwehr - Linker Verteidiger",2022_2023
278332,NULL,"Borussia Mönchengladbach",32,FlorianNeuhaus,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
278332,NULL,"Borussia Mönchengladbach",10,FlorianNeuhaus,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
278332,NULL,"Borussia Mönchengladbach",10,FlorianNeuhaus,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
278332,NULL,"Borussia Mönchengladbach",10,FlorianNeuhaus,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
278343,NULL,"FC Augsburg",19,FelixUduokhai,NULL,"Abwehr - Innenverteidiger",2022_2023
278343,NULL,"FC Augsburg",19,FelixUduokhai,NULL,"Abwehr - Innenverteidiger",2023_2024
278343,NULL,"FC Augsburg",NULL,FelixUduokhai,NULL,"Abwehr - Innenverteidiger",2024_2025
278359,NULL,"Bayer 04 Leverkusen",9,BorjaIglesias,NULL,"Sturm - Mittelstürmer",2023_2024
279009,NULL,"1.FSV Mainz 05",10,MarcoRichter,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
279009,NULL,"Hamburger SV",20,MarcoRichter,NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025
280553,NULL,"FC Schalke 04",30,AntonDonkor,NULL,"Abwehr - Linker Verteidiger",2024_2025
280553,NULL,"FC Schalke 04",30,AntonDonkor,NULL,"Abwehr - Linker Verteidiger",2025_2026
280575,NULL,"FC Augsburg",13,ElvisRexhbecaj,NULL,"Mittelfeld - Zentrales Mittelfeld",2022_2023
280575,NULL,"FC Augsburg",8,ElvisRexhbecaj,NULL,"Mittelfeld - Zentrales Mittelfeld",2023_2024
280575,NULL,"FC Augsburg",8,ElvisRexhbecaj,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025
280575,NULL,"FC Augsburg",8,ElvisRexhbecaj,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026
281769,NULL,"Bayer 04 Leverkusen",5,MarioHermoso,NULL,"Abwehr - Innenverteidiger",2024_2025
281963,NULL,"FC Bayern München",21,LucasHernández,NULL,"Abwehr - Linker Verteidiger",2022_2023
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
282349,NULL,"FC Schalke 04",5,TimoBecker,NULL,"Abwehr - Innenverteidiger",2025_2026
282660,NULL,"VfB Stuttgart",7,MaximilianMittelstädt,NULL,"Abwehr - Linker Verteidiger",2023_2024
282660,NULL,"VfB Stuttgart",7,MaximilianMittelstädt,NULL,"Abwehr - Linker Verteidiger",2024_2025
282660,NULL,"VfB Stuttgart",7,MaximilianMittelstädt,NULL,"Abwehr - Linker Verteidiger",2025_2026
283001,NULL,"FC Augsburg",17,"NoahSarenren Bazee",NULL,"Sturm - Rechtsaußen",2022_2023
283141,NULL,"FC Schalke 04",NULL,BlendiIdrizi,NULL,"Mittelfeld - Offensives Mittelfeld",2022_2023
283141,NULL,"FC Schalke 04",18,BlendiIdrizi,NULL,"Mittelfeld - Offensives Mittelfeld",2023_2024
283196,NULL,"TSG 1899 Hoffenheim",19,KasperDolberg,NULL,"Sturm - Mittelstürmer",2022_2023
283286,NULL,"SC Paderborn 07",NULL,RobinBormuth,NULL,"Abwehr - Innenverteidiger",2022_2023
283871,NULL,"1.FC Köln",33,FlorianDietz,NULL,"Sturm - Mittelstürmer",2022_2023
283871,NULL,"1.FC Köln",33,FlorianDietz,NULL,"Sturm - Mittelstürmer",2023_2024
283871,NULL,"1.FC Köln",NULL,FlorianDietz,NULL,"Sturm - Mittelstürmer",2024_2025
283994,NULL,"1.FSV Mainz 05",17,LudovicAjorque,NULL,"Sturm - Mittelstürmer",2022_2023
283994,NULL,"1.FSV Mainz 05",17,LudovicAjorque,NULL,"Sturm - Mittelstürmer",2023_2024
284010,NULL,"Borussia Mönchengladbach",25,RobinHack,NULL,"Sturm - Linksaußen",2023_2024
284010,NULL,"Borussia Mönchengladbach",25,RobinHack,NULL,"Sturm - Linksaußen",2024_2025
284010,NULL,"Borussia Mönchengladbach",25,RobinHack,NULL,"Sturm - Linksaußen",2025_2026
284248,NULL,"1.FC Union Berlin",3,PaulJaeckel,NULL,"Abwehr - Innenverteidiger",2022_2023
284248,NULL,"1.FC Union Berlin",3,PaulJaeckel,NULL,"Abwehr - Innenverteidiger",2023_2024
284248,NULL,"1.FC Union Berlin",NULL,PaulJaeckel,NULL,"Abwehr - Innenverteidiger",2024_2025
284270,NULL,"Borussia Mönchengladbach",NULL,MoritzNicolas,NULL,Torwart,2022_2023
284270,NULL,"Borussia Mönchengladbach",33,MoritzNicolas,NULL,Torwart,2023_2024
284270,NULL,"Borussia Mönchengladbach",33,MoritzNicolas,NULL,Torwart,2024_2025
284270,NULL,"Borussia Mönchengladbach",33,MoritzNicolas,NULL,Torwart,2025_2026
284732,NULL,"Borussia Mönchengladbach",25,RamyBensebaini,NULL,"Abwehr - Innenverteidiger",2022_2023
284732,NULL,"Borussia Dortmund",5,RamyBensebaini,NULL,"Abwehr - Innenverteidiger",2023_2024
284732,NULL,"Borussia Dortmund",5,RamyBensebaini,NULL,"Abwehr - Innenverteidiger",2024_2025
284732,NULL,"Borussia Dortmund",5,RamyBensebaini,NULL,"Abwehr - Innenverteidiger",2025_2026
284769,NULL,"VfB Stuttgart",1,FlorianMüller,NULL,Torwart,2022_2023
284769,NULL,"SC Freiburg",21,FlorianMüller,NULL,Torwart,2023_2024
284769,NULL,"SC Freiburg",21,FlorianMüller,NULL,Torwart,2024_2025
284769,NULL,"SC Freiburg",21,FlorianMüller,NULL,Torwart,2025_2026
287188,NULL,"1.FC Köln",7,DejanLjubicic,NULL,"Mittelfeld - Defensives Mittelfeld",2022_2023
287188,NULL,"1.FC Köln",7,DejanLjubicic,NULL,"Mittelfeld - Defensives Mittelfeld",2023_2024
287188,NULL,"1.FC Köln",7,DejanLjubicic,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025
287188,NULL,"FC Schalke 04",21,DejanLjubicic,NULL,"Mittelfeld - Defensives Mittelfeld",2025_2026
287920,NULL,"FC Schalke 04",20,TimSkarke,NULL,"Sturm - Mittelstürmer",2022_2023
287920,NULL,"1.FC Union Berlin",21,TimSkarke,NULL,"Sturm - Mittelstürmer",2024_2025
287920,NULL,"1.FC Union Berlin",21,TimSkarke,NULL,"Sturm - Mittelstürmer",2025_2026
