tm_id,saison,market_value_eur,last_updated,updated_at
412935,2025_2026,2000000,NULL,2025-06-19
412935,2025_2026,1800000,NULL,2025-10-14
412935,2025_2026,1800000,NULL,2025-12-19
412953,2025_2026,4500000,NULL,2025-05-27
412953,2025_2026,9000000,NULL,2025-12-19
413843,2022_2023,3500000,NULL,2022-03-24
413843,2022_2023,3000000,NULL,2022-06-09
413843,2022_2023,3000000,NULL,2022-11-09
413843,2023_2024,3000000,NULL,2023-06-22
413843,2023_2024,3500000,NULL,2023-12-14
413843,2024_2025,5000000,NULL,2024-03-27
413843,2024_2025,6000000,NULL,2024-05-29
413843,2024_2025,7000000,NULL,2024-12-20
413843,2025_2026,6000000,NULL,2025-06-05
413843,2025_2026,6000000,NULL,2025-12-19
415035,2025_2026,11000000,NULL,2025-06-12
415035,2025_2026,7000000,NULL,2025-10-14
415035,2025_2026,7000000,NULL,2025-12-19
415194,2022_2023,1300000,NULL,2022-06-16
415194,2022_2023,1300000,NULL,2022-11-30
415194,2023_2024,1300000,NULL,2023-06-28
415194,2023_2024,1300000,NULL,2023-12-15
415194,2024_2025,1300000,NULL,2024-06-06
415194,2024_2025,1300000,NULL,2024-12-19
415194,2025_2026,1000000,NULL,2025-06-19
415194,2025_2026,700000,NULL,2025-10-14
415194,2025_2026,700000,NULL,2025-12-19
415912,2022_2023,15000000,NULL,2022-06-09
415912,2022_2023,15000000,NULL,2022-11-09
415912,2023_2024,15000000,NULL,2023-06-22
415912,2023_2024,14000000,NULL,2023-12-19
416380,2025_2026,7000000,NULL,2025-03-26
416380,2025_2026,7000000,NULL,2025-06-19
416380,2025_2026,7000000,NULL,2025-12-19
420210,2024_2025,32000000,NULL,2024-03-18
420210,2024_2025,32000000,NULL,2024-05-31
420210,2024_2025,32000000,NULL,2024-12-20
420210,2025_2026,27000000,NULL,2025-03-27
420210,2025_2026,20000000,NULL,2025-06-05
420210,2025_2026,20000000,NULL,2025-12-09
420376,2023_2024,400000,NULL,2023-06-12
420376,2023_2024,300000,NULL,2023-12-15
421637,2024_2025,9000000,NULL,2024-05-27
421637,2024_2025,9000000,NULL,2024-12-20
422051,2025_2026,1500000,NULL,2025-05-27
422051,2025_2026,1800000,NULL,2025-12-16
422355,2022_2023,8000000,NULL,2022-03-24
422355,2022_2023,8000000,NULL,2022-06-09
422355,2022_2023,5000000,NULL,2022-11-04
422355,2023_2024,3000000,NULL,2023-03-22
422355,2023_2024,2500000,NULL,2023-06-09
422355,2023_2024,2500000,NULL,2023-12-14
424204,2022_2023,70000000,NULL,2022-06-09
424204,2022_2023,70000000,NULL,2022-11-09
424204,2023_2024,70000000,NULL,2023-06-22
424204,2023_2024,70000000,NULL,2023-12-14
424204,2024_2025,60000000,NULL,2024-03-27
424204,2024_2025,50000000,NULL,2024-05-29
424204,2024_2025,50000000,NULL,2024-12-20
424204,2025_2026,50000000,NULL,2025-06-05
424204,2025_2026,50000000,NULL,2025-12-19
425478,2023_2024,75000,NULL,2023-06-12
425834,2023_2024,200000,NULL,2023-06-29
425834,2023_2024,400000,NULL,2023-10-20
425834,2023_2024,700000,NULL,2023-12-15
425834,2024_2025,900000,NULL,2024-03-22
425834,2024_2025,900000,NULL,2024-06-06
425834,2024_2025,750000,NULL,2024-09-25
425834,2024_2025,600000,NULL,2024-12-19
428791,2022_2023,11000000,NULL,2022-06-09
428791,2022_2023,9000000,NULL,2022-09-21
428791,2022_2023,7000000,NULL,2022-11-09
429874,2022_2023,5000000,NULL,2022-03-24
429874,2022_2023,10000000,NULL,2022-06-09
429874,2022_2023,10000000,NULL,2022-11-09
429874,2023_2024,8000000,NULL,2023-06-22
429874,2023_2024,8000000,NULL,2023-12-14
429874,2024_2025,10000000,NULL,2024-03-27
429874,2024_2025,10000000,NULL,2024-05-29
429874,2024_2025,10000000,NULL,2024-12-20
429874,2025_2026,15000000,NULL,2025-06-05
429874,2025_2026,15000000,NULL,2025-12-19
430034,2025_2026,750000,NULL,2025-06-16
430034,2025_2026,750000,NULL,2025-12-16
431561,2023_2024,1000000,NULL,2023-06-28
431561,2023_2024,1000000,NULL,2023-12-14
431848,2022_2023,900000,NULL,2022-06-16
431848,2022_2023,900000,NULL,2022-11-30
431848,2023_2024,1200000,NULL,2023-03-31
431848,2023_2024,1200000,NULL,2023-06-28
431848,2023_2024,900000,NULL,2023-10-20
431848,2023_2024,750000,NULL,2023-12-15
432671,2022_2023,300000,NULL,2022-06-09
432671,2022_2023,300000,NULL,2022-11-09
432671,2023_2024,300000,NULL,2023-06-22
432671,2023_2024,300000,NULL,2023-12-14
432671,2024_2025,300000,NULL,2024-05-29
432671,2024_2025,300000,NULL,2024-12-20
432671,2025_2026,750000,NULL,2025-03-27
432671,2025_2026,750000,NULL,2025-06-05
432671,2025_2026,750000,NULL,2025-12-19
432757,2022_2023,5000000,NULL,2022-06-16
432757,2022_2023,5000000,NULL,2022-11-30
432757,2023_2024,0,NULL,2023-03-30
433185,2022_2023,500000,NULL,2022-11-30
433894,2022_2023,900000,NULL,2022-06-16
433894,2022_2023,900000,NULL,2022-11-30
433894,2023_2024,900000,NULL,2023-06-28
433894,2023_2024,700000,NULL,2023-10-20
433894,2023_2024,700000,NULL,2023-12-15
433894,2024_2025,700000,NULL,2024-06-06
433894,2024_2025,500000,NULL,2024-09-25
433894,2024_2025,500000,NULL,2024-12-19
434110,2022_2023,2500000,NULL,2022-05-27
434110,2022_2023,2500000,NULL,2022-11-09
434110,2023_2024,1500000,NULL,2023-03-29
434110,2023_2024,1200000,NULL,2023-06-22
434110,2023_2024,800000,NULL,2023-12-15
434116,2024_2025,12000000,NULL,2024-05-21
434116,2024_2025,9000000,NULL,2024-12-20
434116,2025_2026,6500000,NULL,2025-03-27
434116,2025_2026,5000000,NULL,2025-06-05
434116,2025_2026,5000000,NULL,2025-12-19
435648,2022_2023,8000000,NULL,2022-01-06
435648,2022_2023,11000000,NULL,2022-04-12
435648,2022_2023,11000000,NULL,2022-11-11
436064,2024_2025,800000,NULL,2024-05-31
436064,2024_2025,1500000,NULL,2024-12-20
436064,2025_2026,5000000,NULL,2025-03-27
436064,2025_2026,5000000,NULL,2025-06-05
436064,2025_2026,5000000,NULL,2025-12-19
436585,2022_2023,750000,NULL,2022-01-05
436585,2022_2023,2000000,NULL,2022-06-09
436585,2022_2023,2000000,NULL,2022-11-09
440386,2022_2023,350000,NULL,2022-06-16
440386,2022_2023,500000,NULL,2022-09-28
440386,2022_2023,600000,NULL,2022-11-30
440386,2023_2024,700000,NULL,2023-06-28
440386,2023_2024,700000,NULL,2023-12-15
440386,2024_2025,600000,NULL,2024-06-06
440386,2024_2025,600000,NULL,2024-12-19
440386,2025_2026,600000,NULL,2025-06-19
440386,2025_2026,600000,NULL,2025-12-16
442891,2024_2025,25000000,NULL,2024-03-19
442891,2024_2025,20000000,NULL,2024-06-03
442891,2024_2025,20000000,NULL,2024-12-20
442891,2025_2026,17000000,NULL,2025-03-27
442891,2025_2026,17000000,NULL,2025-06-05
442891,2025_2026,12000000,NULL,2025-12-19
443331,2024_2025,7000000,NULL,2024-03-27
443331,2024_2025,7000000,NULL,2024-05-29
443331,2024_2025,8500000,NULL,2024-12-20
443331,2025_2026,10000000,NULL,2025-06-05
443331,2025_2026,12000000,NULL,2025-10-14
443331,2025_2026,12000000,NULL,2025-12-19
443710,2022_2023,6000000,NULL,2022-03-24
443710,2022_2023,7000000,NULL,2022-06-09
443710,2022_2023,6000000,NULL,2022-11-09
443710,2023_2024,5000000,NULL,2023-06-22
443710,2023_2024,7500000,NULL,2023-10-18
443710,2023_2024,14000000,NULL,2023-12-14
443710,2024_2025,18000000,NULL,2024-03-27
443710,2024_2025,20000000,NULL,2024-05-29
443710,2024_2025,28000000,NULL,2024-10-09
443710,2024_2025,32000000,NULL,2024-12-20
443710,2025_2026,38000000,NULL,2025-03-27
443710,2025_2026,45000000,NULL,2025-06-05
443710,2025_2026,45000000,NULL,2025-12-19
443855,2025_2026,700000,NULL,2025-06-11
443855,2025_2026,700000,NULL,2025-12-16
445606,2025_2026,75000,NULL,2025-09-05
445606,2025_2026,300000,NULL,2025-12-19
445939,2023_2024,6000000,NULL,2023-06-22
445939,2023_2024,8000000,NULL,2023-10-18
445939,2023_2024,15000000,NULL,2023-12-14
445939,2024_2025,22000000,NULL,2024-03-27
445939,2024_2025,22000000,NULL,2024-05-29
445939,2024_2025,40000000,NULL,2024-10-09
445939,2024_2025,60000000,NULL,2024-12-20
447799,2022_2023,75000,NULL,2022-06-23
447799,2022_2023,100000,NULL,2022-10-06
447799,2022_2023,100000,NULL,2022-12-29
447799,2023_2024,200000,NULL,2023-03-31
447799,2023_2024,300000,NULL,2023-06-28
447799,2023_2024,300000,NULL,2023-12-15
448177,2023_2024,3500000,NULL,2023-03-29
448177,2023_2024,5000000,NULL,2023-06-22
448177,2023_2024,3000000,NULL,2023-12-14
448177,2025_2026,1000000,NULL,2025-06-19
448177,2025_2026,1000000,NULL,2025-12-19
448257,2022_2023,250000,NULL,2022-01-05
448257,2022_2023,300000,NULL,2022-06-08
448257,2022_2023,300000,NULL,2022-11-30
448258,2022_2023,3000000,NULL,2022-06-16
448258,2022_2023,3700000,NULL,2022-09-21
448258,2022_2023,3700000,NULL,2022-11-09
448258,2023_2024,5000000,NULL,2023-03-29
448258,2023_2024,8000000,NULL,2023-06-22
448258,2023_2024,8000000,NULL,2023-12-14
448258,2024_2025,10000000,NULL,2024-03-27
448258,2024_2025,10000000,NULL,2024-05-29
448258,2024_2025,12000000,NULL,2024-12-20
448258,2025_2026,10000000,NULL,2025-06-05
448258,2025_2026,10000000,NULL,2025-12-19
448259,2022_2023,175000,NULL,2022-06-01
448259,2022_2023,200000,NULL,2022-12-08
448259,2023_2024,225000,NULL,2023-06-13
448259,2023_2024,225000,NULL,2023-12-15
448259,2024_2025,350000,NULL,2024-03-22
448259,2024_2025,400000,NULL,2024-06-06
448259,2024_2025,600000,NULL,2024-09-25
448259,2024_2025,1000000,NULL,2024-12-19
448259,2025_2026,1500000,NULL,2025-06-19
448259,2025_2026,2000000,NULL,2025-10-09
448259,2025_2026,2000000,NULL,2025-12-16
448705,2022_2023,500000,NULL,2022-03-24
448705,2022_2023,750000,NULL,2022-06-09
448705,2022_2023,750000,NULL,2022-11-09
449592,2025_2026,13000000,NULL,2025-05-27
449592,2025_2026,10000000,NULL,2025-12-19
449597,2025_2026,2200000,NULL,2025-05-27
449597,2025_2026,2200000,NULL,2025-12-19
450234,2023_2024,2000000,NULL,2023-06-28
450234,2023_2024,2000000,NULL,2023-12-14
451276,2022_2023,28000000,NULL,2022-06-09
451276,2022_2023,35000000,NULL,2022-11-09
451403,2023_2024,200000,NULL,2023-06-19
451403,2023_2024,200000,NULL,2023-12-14
452054,2022_2023,125000,NULL,2022-06-13
452054,2022_2023,125000,NULL,2022-12-12
452054,2023_2024,175000,NULL,2023-06-12
452068,2022_2023,300000,NULL,2022-01-05
452068,2022_2023,400000,NULL,2022-06-08
452068,2022_2023,400000,NULL,2022-11-09
452068,2024_2025,500000,NULL,2024-03-20
452068,2024_2025,600000,NULL,2024-06-11
452068,2024_2025,700000,NULL,2024-12-30
452477,2023_2024,8000000,NULL,2023-06-12
452477,2023_2024,8000000,NULL,2023-12-14
452477,2024_2025,5000000,NULL,2024-03-27
452477,2024_2025,4000000,NULL,2024-05-29
452477,2024_2025,6000000,NULL,2024-10-09
452477,2024_2025,6000000,NULL,2024-12-20
452477,2025_2026,5000000,NULL,2025-06-05
452477,2025_2026,5000000,NULL,2025-12-19
453016,2022_2023,6000000,NULL,2022-03-23
453016,2022_2023,7000000,NULL,2022-05-30
453016,2022_2023,7000000,NULL,2022-11-09
453016,2023_2024,8500000,NULL,2023-03-29
453016,2023_2024,8500000,NULL,2023-06-22
453016,2023_2024,7000000,NULL,2023-10-18
453016,2023_2024,7000000,NULL,2023-12-14
453016,2024_2025,7000000,NULL,2024-05-29
453016,2024_2025,7000000,NULL,2024-12-20
453016,2025_2026,10000000,NULL,2025-03-27
453016,2025_2026,12000000,NULL,2025-06-05
453016,2025_2026,10000000,NULL,2025-12-19
453121,2023_2024,500000,NULL,2023-04-03
453121,2023_2024,550000,NULL,2023-07-04
453121,2024_2025,650000,NULL,2024-01-08
453121,2024_2025,750000,NULL,2024-06-06
453121,2024_2025,750000,NULL,2024-12-19
453307,2024_2025,125000,NULL,2024-01-10
453307,2024_2025,200000,NULL,2024-06-30
453307,2024_2025,400000,NULL,2024-09-25
453307,2024_2025,400000,NULL,2024-12-19
453307,2025_2026,300000,NULL,2025-06-19
453307,2025_2026,300000,NULL,2025-12-16
453737,2022_2023,400000,NULL,2022-03-26
453737,2022_2023,1300000,NULL,2022-06-09
453737,2022_2023,1300000,NULL,2022-11-09
453737,2023_2024,1500000,NULL,2023-06-13
453737,2023_2024,1300000,NULL,2023-12-28
453737,2024_2025,1300000,NULL,2024-05-29
453737,2024_2025,1300000,NULL,2024-12-20
453757,2022_2023,100000,NULL,2022-06-04
453757,2022_2023,100000,NULL,2022-11-24
453770,2022_2023,150000,NULL,2022-03-25
453770,2022_2023,250000,NULL,2022-06-13
453770,2022_2023,250000,NULL,2022-11-09
453770,2022_2023,250000,NULL,2022-12-12
453770,2023_2024,250000,NULL,2023-06-22
453770,2023_2024,250000,NULL,2023-12-15
453770,2024_2025,300000,NULL,2024-06-20
453770,2024_2025,600000,NULL,2024-09-25
453770,2024_2025,600000,NULL,2024-12-19
453770,2025_2026,500000,NULL,2025-06-19
453770,2025_2026,500000,NULL,2025-12-16
453865,2022_2023,300000,NULL,2022-06-01
453865,2022_2023,275000,NULL,2022-12-08
453865,2023_2024,350000,NULL,2023-03-30
453865,2023_2024,500000,NULL,2023-06-13
453865,2023_2024,350000,NULL,2023-06-22
453865,2023_2024,350000,NULL,2023-12-15
453870,2023_2024,650000,NULL,2023-03-30
453870,2023_2024,1200000,NULL,2023-06-13
453870,2023_2024,1800000,NULL,2023-10-18
453870,2023_2024,1800000,NULL,2023-12-14
453870,2024_2025,3500000,NULL,2024-03-27
453870,2024_2025,4000000,NULL,2024-05-29
453870,2024_2025,5000000,NULL,2024-10-09
453870,2024_2025,6000000,NULL,2024-12-20
453870,2025_2026,7500000,NULL,2025-03-27
453870,2025_2026,12000000,NULL,2025-06-05
453870,2025_2026,10000000,NULL,2025-12-19
454863,2022_2023,2000000,NULL,2022-06-09
454863,2022_2023,5000000,NULL,2022-11-09
454863,2023_2024,5000000,NULL,2023-06-22
454863,2023_2024,4000000,NULL,2023-10-18
454863,2023_2024,4000000,NULL,2023-12-14
454863,2024_2025,5000000,NULL,2024-03-27
454863,2024_2025,5000000,NULL,2024-05-29
454863,2024_2025,5000000,NULL,2024-12-20
454863,2025_2026,5000000,NULL,2025-06-05
454863,2025_2026,4500000,NULL,2025-12-19
455661,2022_2023,600000,NULL,2022-06-16
455661,2022_2023,600000,NULL,2022-12-08
455661,2023_2024,800000,NULL,2023-03-30
455661,2023_2024,1500000,NULL,2023-06-13
455661,2023_2024,2000000,NULL,2023-10-18
455661,2023_2024,2000000,NULL,2023-12-14
455661,2024_2025,4000000,NULL,2024-05-29
455661,2024_2025,7500000,NULL,2024-12-20
455661,2025_2026,17000000,NULL,2025-03-27
455661,2025_2026,30000000,NULL,2025-06-05
455661,2025_2026,65000000,NULL,2025-10-17
455661,2025_2026,70000000,NULL,2025-12-09
455662,2024_2025,450000,NULL,2024-06-11
455662,2024_2025,450000,NULL,2024-12-20
455922,2022_2023,300000,NULL,2022-06-09
455922,2022_2023,300000,NULL,2022-11-09
455922,2022_2023,500000,NULL,2022-12-12
455922,2023_2024,800000,NULL,2023-06-22
455922,2023_2024,800000,NULL,2023-12-14
455922,2025_2026,500000,NULL,2025-06-11
455922,2025_2026,450000,NULL,2025-12-23
456492,2022_2023,1500000,NULL,2022-06-16
456492,2022_2023,2500000,NULL,2022-11-09
456492,2023_2024,2500000,NULL,2023-06-22
456492,2023_2024,1800000,NULL,2023-12-14
457341,2023_2024,900000,NULL,2023-06-23
457341,2023_2024,1200000,NULL,2023-10-20
457341,2023_2024,1500000,NULL,2023-12-15
457341,2024_2025,1800000,NULL,2024-06-06
457341,2024_2025,1800000,NULL,2024-12-19
460245,2022_2023,2500000,NULL,2022-05-30
460245,2022_2023,4000000,NULL,2022-12-13
460245,2024_2025,7500000,NULL,2024-05-29
460245,2024_2025,6000000,NULL,2024-12-20
460655,2024_2025,2000000,NULL,2024-03-26
460655,2024_2025,2500000,NULL,2024-06-11
460655,2024_2025,3000000,NULL,2024-12-19
460655,2025_2026,6000000,NULL,2025-03-26
460655,2025_2026,6000000,NULL,2025-06-19
460655,2025_2026,5000000,NULL,2025-10-09
460655,2025_2026,5000000,NULL,2025-12-16
464154,2024_2025,450000,NULL,2024-06-07
464154,2024_2025,550000,NULL,2024-09-20
464154,2024_2025,850000,NULL,2024-12-09
467434,2022_2023,500000,NULL,2022-01-06
467434,2022_2023,650000,NULL,2022-04-12
467434,2022_2023,650000,NULL,2022-11-09
467434,2023_2024,800000,NULL,2023-06-09
467434,2023_2024,4000000,NULL,2023-10-18
467434,2023_2024,10000000,NULL,2023-12-14
467434,2024_2025,10000000,NULL,2024-05-29
467434,2024_2025,15000000,NULL,2024-12-20
467434,2025_2026,15000000,NULL,2025-06-05
467434,2025_2026,17000000,NULL,2025-12-19
467437,2025_2026,32000000,NULL,2025-05-28
467437,2025_2026,35000000,NULL,2025-10-14
467437,2025_2026,35000000,NULL,2025-12-19
467720,2022_2023,15000000,NULL,2022-06-09
467720,2022_2023,30000000,NULL,2022-11-09
467720,2023_2024,30000000,NULL,2023-06-22
467720,2023_2024,30000000,NULL,2023-12-14
468539,2023_2024,2500000,NULL,2023-05-29
468539,2023_2024,4000000,NULL,2023-07-12
468539,2023_2024,5000000,NULL,2023-10-18
468539,2023_2024,4000000,NULL,2023-12-14
468539,2024_2025,3000000,NULL,2024-05-29
468539,2024_2025,3000000,NULL,2024-12-20
468539,2025_2026,3000000,NULL,2025-06-05
468539,2025_2026,2000000,NULL,2025-10-14
468539,2025_2026,2000000,NULL,2025-12-19
469949,2022_2023,1700000,NULL,2022-06-08
469949,2022_2023,1000000,NULL,2022-11-10
469949,2023_2024,1000000,NULL,2023-06-28
469949,2023_2024,800000,NULL,2023-12-14
469949,2024_2025,600000,NULL,2024-06-06
469949,2024_2025,600000,NULL,2024-12-19
469949,2025_2026,600000,NULL,2025-06-19
469949,2025_2026,600000,NULL,2025-12-19
470038,2022_2023,1300000,NULL,2022-06-16
470038,2022_2023,2000000,NULL,2022-09-28
470038,2022_2023,2500000,NULL,2022-11-30
470038,2023_2024,2000000,NULL,2023-06-28
470038,2023_2024,1700000,NULL,2023-10-20
470038,2023_2024,1700000,NULL,2023-12-15
470038,2024_2025,1700000,NULL,2024-06-06
470038,2024_2025,2500000,NULL,2024-09-25
470038,2024_2025,3000000,NULL,2024-12-19
470038,2025_2026,6000000,NULL,2025-06-19
470038,2025_2026,4000000,NULL,2025-12-19
470594,2022_2023,1000000,NULL,2022-06-09
470594,2022_2023,800000,NULL,2022-10-27
470815,2022_2023,1500000,NULL,2022-06-09
470815,2022_2023,1500000,NULL,2022-11-09
470815,2023_2024,1200000,NULL,2023-06-22
470815,2023_2024,800000,NULL,2023-10-20
470815,2023_2024,600000,NULL,2023-12-15
470815,2025_2026,500000,NULL,2025-06-19
470815,2025_2026,350000,NULL,2025-12-19
470816,2022_2023,200000,NULL,2022-06-09
470816,2022_2023,200000,NULL,2022-11-09
470816,2023_2024,200000,NULL,2023-06-22
470816,2023_2024,200000,NULL,2023-12-14
471055,2022_2023,500000,NULL,2022-06-16
471055,2022_2023,1000000,NULL,2022-09-28
471055,2022_2023,1800000,NULL,2022-11-30
471888,2022_2023,75000,NULL,2022-06-23
471888,2022_2023,100000,NULL,2022-10-06
471888,2022_2023,125000,NULL,2022-12-29
471897,2023_2024,125000,NULL,2023-07-04
472242,2022_2023,2000000,NULL,2022-06-16
472242,2022_2023,1000000,NULL,2022-09-21
472242,2022_2023,1000000,NULL,2022-11-09
472242,2024_2025,1700000,NULL,2024-03-15
472242,2024_2025,1500000,NULL,2024-05-31
472242,2024_2025,1000000,NULL,2024-12-19
472243,2022_2023,800000,NULL,2022-06-09
472243,2022_2023,1500000,NULL,2022-09-21
472243,2022_2023,1500000,NULL,2022-11-09
472243,2023_2024,1500000,NULL,2023-06-22
472243,2023_2024,1200000,NULL,2023-12-14
472249,2022_2023,7500000,NULL,2022-06-09
472249,2022_2023,9000000,NULL,2022-09-21
472249,2022_2023,9000000,NULL,2022-11-09
472249,2023_2024,7500000,NULL,2023-03-29
472249,2023_2024,6500000,NULL,2023-06-22
472249,2023_2024,6500000,NULL,2023-12-14
472249,2024_2025,5000000,NULL,2024-05-29
472249,2024_2025,4000000,NULL,2024-12-19
472249,2025_2026,3000000,NULL,2025-03-26
472249,2025_2026,3000000,NULL,2025-06-19
472249,2025_2026,5000000,NULL,2025-10-14
472249,2025_2026,5000000,NULL,2025-12-19
473050,2022_2023,7000000,NULL,2022-06-09
473050,2022_2023,12000000,NULL,2022-09-21
473050,2022_2023,12000000,NULL,2022-11-09
475413,2023_2024,11000000,NULL,2023-03-14
475413,2023_2024,16000000,NULL,2023-06-08
475413,2023_2024,17000000,NULL,2023-09-27
475413,2023_2024,22000000,NULL,2023-12-21
475413,2024_2025,18000000,NULL,2024-05-29
475413,2024_2025,18000000,NULL,2024-12-20
475413,2025_2026,18000000,NULL,2025-06-05
475413,2025_2026,15000000,NULL,2025-12-19
475959,2022_2023,30000000,NULL,2022-03-24
475959,2022_2023,35000000,NULL,2022-06-09
475959,2022_2023,60000000,NULL,2022-09-21
475959,2022_2023,60000000,NULL,2022-11-09
475959,2022_2023,75000000,NULL,2022-12-23
476915,2022_2023,1200000,NULL,2022-06-08
477109,2023_2024,800000,NULL,2023-06-28
477109,2023_2024,900000,NULL,2023-12-15
477109,2024_2025,800000,NULL,2024-06-06
477109,2024_2025,600000,NULL,2024-09-25
477109,2024_2025,600000,NULL,2024-12-19
477109,2025_2026,600000,NULL,2025-06-10
477109,2025_2026,600000,NULL,2025-12-16
478573,2022_2023,35000000,NULL,2022-01-05
478573,2022_2023,35000000,NULL,2022-06-08
478573,2022_2023,30000000,NULL,2022-11-09
478573,2023_2024,30000000,NULL,2023-06-22
478573,2023_2024,35000000,NULL,2023-10-09
478573,2023_2024,35000000,NULL,2023-12-19
480692,2025_2026,70000000,NULL,2025-05-30
480692,2025_2026,70000000,NULL,2025-12-19
482383,2022_2023,125000,NULL,2022-06-23
482383,2022_2023,150000,NULL,2022-11-30
482383,2023_2024,150000,NULL,2023-06-28
482383,2023_2024,150000,NULL,2023-12-15
482383,2024_2025,150000,NULL,2024-05-31
482383,2024_2025,150000,NULL,2024-12-19
482573,2022_2023,350000,NULL,2022-06-01
482573,2022_2023,450000,NULL,2022-10-05
482573,2022_2023,600000,NULL,2022-12-08
482573,2023_2024,600000,NULL,2023-06-13
482573,2023_2024,800000,NULL,2023-12-14
483046,2022_2023,4000000,NULL,2022-06-09
483046,2022_2023,8000000,NULL,2022-09-21
483046,2022_2023,8000000,NULL,2022-11-09
483046,2023_2024,12000000,NULL,2023-03-29
483046,2023_2024,12000000,NULL,2023-06-22
483046,2023_2024,10000000,NULL,2023-12-14
483046,2024_2025,18000000,NULL,2024-03-27
483046,2024_2025,28000000,NULL,2024-05-29
483046,2024_2025,28000000,NULL,2024-12-20
483046,2025_2026,32000000,NULL,2025-06-05
483046,2025_2026,32000000,NULL,2025-12-19
484547,2022_2023,20000000,NULL,2022-06-09
484547,2022_2023,25000000,NULL,2022-09-21
484547,2022_2023,25000000,NULL,2022-11-09
484547,2023_2024,35000000,NULL,2023-03-29
484547,2023_2024,40000000,NULL,2023-06-22
484547,2023_2024,45000000,NULL,2023-10-18
484547,2023_2024,50000000,NULL,2023-12-14
484547,2024_2025,50000000,NULL,2024-05-29
484547,2024_2025,50000000,NULL,2024-12-20
485585,2023_2024,12000000,NULL,2023-06-01
485585,2023_2024,20000000,NULL,2023-10-09
485585,2023_2024,20000000,NULL,2023-12-19
486046,2024_2025,11000000,NULL,2024-06-04
486046,2024_2025,8000000,NULL,2024-10-09
486046,2024_2025,8000000,NULL,2024-12-20
486046,2025_2026,8000000,NULL,2025-06-05
486046,2025_2026,8000000,NULL,2025-12-19
486456,2023_2024,100000,NULL,2023-09-12
486456,2023_2024,100000,NULL,2023-12-14
487969,2022_2023,15000000,NULL,2022-03-23
487969,2022_2023,16000000,NULL,2022-05-30
487969,2022_2023,20000000,NULL,2022-09-21
487969,2022_2023,30000000,NULL,2022-11-09
487969,2022_2023,37000000,NULL,2022-12-23
487969,2023_2024,65000000,NULL,2023-03-29
487969,2023_2024,80000000,NULL,2023-06-22
487969,2023_2024,70000000,NULL,2023-12-18
489343,2022_2023,200000,NULL,2022-06-16
489343,2022_2023,200000,NULL,2022-11-30
490423,2023_2024,3000000,NULL,2023-06-12
490423,2023_2024,3500000,NULL,2023-10-20
490423,2023_2024,3500000,NULL,2023-12-15
490581,2022_2023,200000,NULL,2022-03-25
490581,2022_2023,350000,NULL,2022-06-09
490581,2022_2023,800000,NULL,2022-09-21
490581,2022_2023,800000,NULL,2022-11-09
490581,2023_2024,1200000,NULL,2023-03-29
490581,2023_2024,1200000,NULL,2023-06-22
490581,2023_2024,1200000,NULL,2023-12-14
490581,2024_2025,1500000,NULL,2024-05-31
490581,2024_2025,1000000,NULL,2024-09-25
490581,2024_2025,1000000,NULL,2024-12-19
490609,2022_2023,200000,NULL,2022-06-09
490609,2022_2023,200000,NULL,2022-11-09
490609,2023_2024,200000,NULL,2023-06-22
490609,2023_2024,200000,NULL,2023-12-14
490609,2024_2025,200000,NULL,2024-05-29
490609,2024_2025,200000,NULL,2024-12-20
490609,2025_2026,400000,NULL,2025-06-05
490609,2025_2026,700000,NULL,2025-12-19
490884,2022_2023,3000000,NULL,2022-03-23
490884,2022_2023,3000000,NULL,2022-06-16
490884,2022_2023,4000000,NULL,2022-09-28
490884,2022_2023,5000000,NULL,2022-11-30
490884,2023_2024,6000000,NULL,2023-03-31
490884,2023_2024,6000000,NULL,2023-06-28
490884,2023_2024,6000000,NULL,2023-12-15
490884,2024_2025,5000000,NULL,2024-03-22
490884,2024_2025,4500000,NULL,2024-06-06
490884,2024_2025,3500000,NULL,2024-09-25
490884,2024_2025,3500000,NULL,2024-12-19
493513,2025_2026,3000000,NULL,2025-06-09
493513,2025_2026,3000000,NULL,2025-12-19
493899,2022_2023,225000,NULL,2022-06-28
493899,2022_2023,225000,NULL,2022-12-19
496094,2022_2023,35000000,NULL,2022-05-27
496094,2022_2023,35000000,NULL,2022-11-09
496094,2023_2024,40000000,NULL,2023-06-22
496094,2023_2024,35000000,NULL,2023-10-18
496094,2023_2024,28000000,NULL,2023-12-14
496094,2024_2025,28000000,NULL,2024-05-29
496094,2024_2025,35000000,NULL,2024-10-09
496094,2024_2025,35000000,NULL,2024-12-20
496094,2025_2026,40000000,NULL,2025-03-27
496094,2025_2026,45000000,NULL,2025-06-05
496094,2025_2026,60000000,NULL,2025-10-14
496094,2025_2026,60000000,NULL,2025-12-19
496767,2022_2023,800000,NULL,2022-02-22
496767,2022_2023,1200000,NULL,2022-06-09
496767,2022_2023,2400000,NULL,2022-09-21
496767,2022_2023,2400000,NULL,2022-11-09
499319,2022_2023,100000,NULL,2022-06-28
499319,2022_2023,125000,NULL,2022-12-19
500054,2023_2024,5000000,NULL,2023-06-20
500054,2023_2024,8000000,NULL,2023-09-29
500054,2023_2024,8000000,NULL,2023-12-27
500054,2024_2025,8000000,NULL,2024-05-29
500054,2024_2025,7000000,NULL,2024-12-20
501794,2022_2023,150000,NULL,2022-06-28
