tm_id,saison,market_value_eur,last_updated,updated_at
196231,2023_2024,4000000,NULL,2023-06-22
196231,2023_2024,3500000,NULL,2023-12-14
196231,2024_2025,3500000,NULL,2024-05-29
196231,2024_2025,3500000,NULL,2024-12-20
196231,2025_2026,3500000,NULL,2025-06-05
196231,2025_2026,2000000,NULL,2025-10-14
196231,2025_2026,1800000,NULL,2025-12-19
196357,2022_2023,25000000,NULL,2022-06-09
196357,2022_2023,20000000,NULL,2022-11-09
196357,2023_2024,20000000,NULL,2023-06-22
196357,2023_2024,25000000,NULL,2023-12-14
196357,2024_2025,30000000,NULL,2024-03-27
196357,2024_2025,30000000,NULL,2024-05-29
196357,2024_2025,30000000,NULL,2024-12-20
196357,2025_2026,30000000,NULL,2025-06-05
196357,2025_2026,30000000,NULL,2025-12-19
196792,2022_2023,22000000,NULL,2022-05-31
196792,2022_2023,15000000,NULL,2022-09-21
196792,2022_2023,15000000,NULL,2022-11-09
196792,2023_2024,10000000,NULL,2023-06-22
196792,2023_2024,10000000,NULL,2023-12-14
196792,2024_2025,6000000,NULL,2024-05-29
196792,2024_2025,6000000,NULL,2024-12-20
196792,2025_2026,6000000,NULL,2025-06-05
196792,2025_2026,5000000,NULL,2025-12-18
196813,2022_2023,500000,NULL,2022-06-16
196813,2022_2023,500000,NULL,2022-11-09
196813,2023_2024,500000,NULL,2023-06-22
196813,2023_2024,1000000,NULL,2023-12-14
196813,2024_2025,2500000,NULL,2024-03-27
196813,2024_2025,3000000,NULL,2024-05-29
196813,2024_2025,4000000,NULL,2024-10-09
196813,2024_2025,4500000,NULL,2024-12-20
196813,2025_2026,4500000,NULL,2025-06-05
196813,2025_2026,4500000,NULL,2025-12-19
196834,2023_2024,900000,NULL,2023-06-28
196834,2023_2024,750000,NULL,2023-10-20
196834,2023_2024,750000,NULL,2023-12-15
196834,2024_2025,750000,NULL,2024-06-06
196834,2024_2025,600000,NULL,2024-12-19
196834,2025_2026,500000,NULL,2025-06-19
196834,2025_2026,400000,NULL,2025-12-16
198008,2022_2023,32000000,NULL,2022-06-09
198008,2022_2023,27000000,NULL,2022-09-21
198008,2022_2023,24000000,NULL,2022-11-09
198008,2024_2025,6000000,NULL,2024-06-07
198008,2024_2025,5000000,NULL,2024-12-20
200041,2022_2023,150000,NULL,2022-06-12
200041,2022_2023,150000,NULL,2022-12-12
200512,2022_2023,70000000,NULL,2022-06-15
200512,2022_2023,60000000,NULL,2022-09-21
200512,2022_2023,60000000,NULL,2022-11-09
202228,2022_2023,4000000,NULL,2022-06-16
202228,2022_2023,5000000,NULL,2022-09-21
202228,2022_2023,5000000,NULL,2022-11-09
202228,2023_2024,5500000,NULL,2023-06-22
202228,2023_2024,4500000,NULL,2023-10-18
202228,2023_2024,4500000,NULL,2023-12-14
202228,2024_2025,4500000,NULL,2024-05-29
202228,2024_2025,4500000,NULL,2024-12-20
202591,2022_2023,12000000,NULL,2022-03-24
202591,2022_2023,14000000,NULL,2022-06-09
202591,2022_2023,18000000,NULL,2022-09-21
202591,2022_2023,15000000,NULL,2022-11-09
202591,2023_2024,15000000,NULL,2023-06-22
202591,2023_2024,20000000,NULL,2023-10-18
202591,2023_2024,20000000,NULL,2023-12-14
202591,2024_2025,20000000,NULL,2024-05-29
202591,2024_2025,17000000,NULL,2024-12-20
202591,2025_2026,15000000,NULL,2025-06-05
202591,2025_2026,12000000,NULL,2025-10-14
202591,2025_2026,12000000,NULL,2025-12-19
202867,2024_2025,100000,NULL,2024-08-27
202867,2024_2025,100000,NULL,2024-12-20
203123,2024_2025,2500000,NULL,2024-06-06
203123,2024_2025,3000000,NULL,2024-10-09
203123,2024_2025,3000000,NULL,2024-12-20
203123,2025_2026,2500000,NULL,2025-06-05
203123,2025_2026,3000000,NULL,2025-12-19
203411,2022_2023,250000,NULL,2022-06-09
203411,2022_2023,250000,NULL,2022-11-09
203411,2023_2024,250000,NULL,2023-06-22
203411,2023_2024,250000,NULL,2023-12-14
203411,2024_2025,250000,NULL,2024-05-29
203411,2024_2025,250000,NULL,2024-12-09
207580,2025_2026,600000,NULL,2025-05-28
207580,2025_2026,800000,NULL,2025-10-09
207580,2025_2026,800000,NULL,2025-12-16
207623,2023_2024,600000,NULL,2023-03-30
207623,2023_2024,500000,NULL,2023-06-13
207623,2023_2024,500000,NULL,2023-12-15
207623,2024_2025,600000,NULL,2024-06-06
207623,2024_2025,550000,NULL,2024-12-19
208167,2023_2024,3000000,NULL,2023-03-31
208167,2023_2024,3500000,NULL,2023-06-28
208167,2023_2024,2800000,NULL,2023-12-14
211530,2022_2023,100000,NULL,2022-06-28
211530,2022_2023,100000,NULL,2022-12-19
212723,2022_2023,22000000,NULL,2022-06-09
212723,2022_2023,22000000,NULL,2022-11-09
213751,2022_2023,2000000,NULL,2022-06-16
213751,2022_2023,2000000,NULL,2022-11-30
213751,2023_2024,2000000,NULL,2023-06-28
213751,2023_2024,2000000,NULL,2023-12-15
213751,2024_2025,1500000,NULL,2024-06-06
213751,2024_2025,1000000,NULL,2024-12-19
215099,2022_2023,4000000,NULL,2022-06-09
215099,2022_2023,3000000,NULL,2022-09-21
215099,2022_2023,3000000,NULL,2022-11-09
215599,2022_2023,18000000,NULL,2022-06-09
215599,2022_2023,14000000,NULL,2022-09-21
215599,2022_2023,14000000,NULL,2022-11-09
215599,2023_2024,12000000,NULL,2023-03-29
215599,2023_2024,12000000,NULL,2023-06-22
215599,2023_2024,8000000,NULL,2023-10-18
215599,2023_2024,8000000,NULL,2023-12-14
215599,2024_2025,8000000,NULL,2024-05-29
215599,2024_2025,8000000,NULL,2024-12-20
215599,2025_2026,8000000,NULL,2025-06-05
215599,2025_2026,5000000,NULL,2025-10-14
215599,2025_2026,3500000,NULL,2025-12-19
216181,2022_2023,2500000,NULL,2022-03-24
216181,2022_2023,3500000,NULL,2022-06-09
216181,2022_2023,3500000,NULL,2022-11-09
216422,2022_2023,150000,NULL,2022-06-28
216422,2022_2023,200000,NULL,2022-10-05
216422,2022_2023,225000,NULL,2022-12-08
216422,2023_2024,275000,NULL,2023-03-30
216422,2023_2024,350000,NULL,2023-06-13
216422,2023_2024,500000,NULL,2023-10-20
216422,2023_2024,700000,NULL,2023-12-15
216422,2024_2025,700000,NULL,2024-06-06
216422,2024_2025,700000,NULL,2024-12-19
221316,2025_2026,3000000,NULL,2025-06-09
221316,2025_2026,2500000,NULL,2025-12-19
222859,2022_2023,6000000,NULL,2022-05-30
222859,2022_2023,2500000,NULL,2022-09-21
222859,2022_2023,2500000,NULL,2022-11-09
223967,2022_2023,28000000,NULL,2022-06-09
223967,2022_2023,28000000,NULL,2022-11-09
223967,2023_2024,28000000,NULL,2023-06-22
223967,2023_2024,28000000,NULL,2023-12-14
223967,2024_2025,30000000,NULL,2024-05-29
223967,2024_2025,25000000,NULL,2024-12-20
223967,2025_2026,25000000,NULL,2025-06-05
223967,2025_2026,32000000,NULL,2025-12-19
223972,2022_2023,1700000,NULL,2022-05-27
223972,2022_2023,2000000,NULL,2022-09-19
223972,2022_2023,1500000,NULL,2022-11-02
223972,2023_2024,1500000,NULL,2023-06-22
223972,2023_2024,1500000,NULL,2023-12-21
223974,2022_2023,10000000,NULL,2022-06-09
223974,2022_2023,7000000,NULL,2022-09-27
223974,2022_2023,7000000,NULL,2022-11-11
223974,2025_2026,8000000,NULL,2025-06-17
223974,2025_2026,7000000,NULL,2025-10-07
223974,2025_2026,5500000,NULL,2025-12-23
223979,2022_2023,27000000,NULL,2022-06-09
223979,2022_2023,22000000,NULL,2022-09-21
223979,2022_2023,22000000,NULL,2022-11-09
223979,2023_2024,22000000,NULL,2023-06-22
223979,2023_2024,28000000,NULL,2023-10-18
223979,2023_2024,28000000,NULL,2023-12-14
223979,2024_2025,28000000,NULL,2024-05-29
223979,2024_2025,28000000,NULL,2024-12-20
223979,2025_2026,18000000,NULL,2025-03-27
223979,2025_2026,10000000,NULL,2025-06-05
223979,2025_2026,10000000,NULL,2025-12-19
225657,2022_2023,18000000,NULL,2022-06-09
225657,2022_2023,20000000,NULL,2022-11-09
225657,2023_2024,20000000,NULL,2023-06-22
225657,2023_2024,20000000,NULL,2023-12-14
225657,2024_2025,15000000,NULL,2024-05-29
225657,2024_2025,15000000,NULL,2024-12-20
225657,2025_2026,12000000,NULL,2025-06-05
225657,2025_2026,12000000,NULL,2025-12-19
226524,2022_2023,7000000,NULL,2022-06-07
226524,2022_2023,7000000,NULL,2022-11-09
227089,2022_2023,25000,NULL,2022-03-24
227089,2022_2023,25000,NULL,2022-06-09
227089,2022_2023,25000,NULL,2022-11-09
227089,2023_2024,100000,NULL,2023-06-22
227089,2023_2024,100000,NULL,2023-12-14
227089,2024_2025,100000,NULL,2024-05-29
227089,2024_2025,100000,NULL,2024-12-19
227089,2025_2026,100000,NULL,2025-06-19
227089,2025_2026,100000,NULL,2025-12-19
227093,2023_2024,400000,NULL,2023-06-13
227093,2023_2024,400000,NULL,2023-12-15
227110,2025_2026,4000000,NULL,2025-06-12
227110,2025_2026,4000000,NULL,2025-12-19
228386,2023_2024,325000,NULL,2023-06-13
228386,2023_2024,325000,NULL,2023-12-15
228386,2024_2025,325000,NULL,2024-06-06
228386,2024_2025,275000,NULL,2024-12-30
228645,2023_2024,12000000,NULL,2023-06-20
228645,2023_2024,9000000,NULL,2023-10-18
228645,2023_2024,9000000,NULL,2023-12-14
229005,2022_2023,22000000,NULL,2022-03-23
229005,2022_2023,18000000,NULL,2022-05-30
229005,2022_2023,15000000,NULL,2022-11-09
229006,2023_2024,10000000,NULL,2023-06-27
229006,2023_2024,12000000,NULL,2023-12-14
229006,2024_2025,12000000,NULL,2024-05-29
229006,2024_2025,12000000,NULL,2024-12-20
229006,2025_2026,12000000,NULL,2025-06-05
229006,2025_2026,12000000,NULL,2025-12-19
229991,2022_2023,225000,NULL,2022-06-28
229991,2022_2023,300000,NULL,2022-10-05
229991,2022_2023,325000,NULL,2022-12-08
229991,2023_2024,375000,NULL,2023-03-30
229991,2023_2024,450000,NULL,2023-06-13
229991,2023_2024,700000,NULL,2023-12-15
229991,2024_2025,700000,NULL,2024-06-06
229991,2024_2025,700000,NULL,2024-12-19
229991,2025_2026,600000,NULL,2025-06-19
229991,2025_2026,500000,NULL,2025-12-16
230749,2024_2025,125000,NULL,2024-01-08
230749,2024_2025,125000,NULL,2024-06-18
230749,2024_2025,125000,NULL,2024-12-16
230818,2023_2024,250000,NULL,2023-06-07
230818,2023_2024,350000,NULL,2023-10-19
230818,2023_2024,350000,NULL,2023-12-14
232144,2022_2023,1700000,NULL,2022-03-24
232144,2022_2023,2200000,NULL,2022-06-09
232144,2022_2023,2200000,NULL,2022-11-09
232144,2023_2024,1800000,NULL,2023-03-29
232144,2023_2024,1500000,NULL,2023-06-22
232144,2023_2024,1200000,NULL,2023-12-19
232320,2022_2023,4500000,NULL,2022-06-09
232320,2022_2023,4500000,NULL,2022-11-09
232320,2023_2024,4000000,NULL,2023-06-22
232320,2023_2024,5000000,NULL,2023-10-18
232320,2023_2024,8000000,NULL,2023-12-14
232320,2024_2025,10000000,NULL,2024-03-27
232320,2024_2025,12000000,NULL,2024-05-29
232320,2024_2025,12000000,NULL,2024-12-20
232320,2025_2026,12000000,NULL,2025-06-05
232320,2025_2026,9000000,NULL,2025-12-19
232418,2022_2023,5000000,NULL,2022-03-24
232418,2022_2023,4000000,NULL,2022-06-09
232418,2022_2023,4000000,NULL,2022-11-09
232454,2022_2023,9000000,NULL,2022-03-15
232454,2022_2023,8000000,NULL,2022-06-07
232454,2022_2023,6000000,NULL,2022-09-21
232454,2022_2023,6000000,NULL,2022-11-09
232454,2023_2024,6000000,NULL,2023-06-22
232454,2023_2024,4000000,NULL,2023-10-18
232454,2023_2024,4000000,NULL,2023-12-14
232454,2024_2025,7000000,NULL,2024-05-29
232454,2024_2025,9000000,NULL,2024-10-09
232454,2024_2025,11000000,NULL,2024-12-20
232454,2025_2026,18000000,NULL,2025-03-27
232454,2025_2026,20000000,NULL,2025-06-05
232454,2025_2026,17000000,NULL,2025-12-19
232463,2022_2023,2000000,NULL,2022-06-16
232463,2022_2023,2800000,NULL,2022-09-21
232463,2022_2023,2800000,NULL,2022-11-09
232463,2025_2026,600000,NULL,2025-03-26
232463,2025_2026,600000,NULL,2025-06-19
232463,2025_2026,500000,NULL,2025-12-16
233782,2022_2023,3000000,NULL,2022-01-07
233782,2022_2023,3500000,NULL,2022-06-07
233782,2022_2023,4000000,NULL,2022-11-14
233782,2023_2024,7000000,NULL,2023-06-22
233782,2023_2024,10000000,NULL,2023-10-18
233782,2023_2024,10000000,NULL,2023-12-14
234029,2022_2023,5500000,NULL,2022-03-24
234029,2022_2023,7500000,NULL,2022-06-09
234029,2022_2023,7500000,NULL,2022-11-09
234029,2023_2024,7000000,NULL,2023-06-22
234029,2023_2024,7000000,NULL,2023-12-14
234029,2024_2025,7000000,NULL,2024-05-29
234029,2024_2025,4500000,NULL,2024-12-20
234029,2025_2026,3000000,NULL,2025-06-05
234029,2025_2026,3000000,NULL,2025-12-19
236981,2022_2023,3000000,NULL,2022-03-24
236981,2022_2023,7500000,NULL,2022-06-09
236981,2022_2023,7500000,NULL,2022-11-09
236981,2023_2024,8500000,NULL,2023-06-22
236981,2023_2024,7500000,NULL,2023-12-14
236981,2024_2025,5500000,NULL,2024-05-29
236981,2024_2025,4000000,NULL,2024-09-25
236981,2024_2025,3500000,NULL,2024-12-19
236981,2025_2026,3000000,NULL,2025-06-19
236981,2025_2026,2500000,NULL,2025-12-19
236986,2022_2023,225000,NULL,2022-06-23
236986,2022_2023,300000,NULL,2022-10-05
236986,2022_2023,350000,NULL,2022-12-08
236986,2023_2024,400000,NULL,2023-03-30
236986,2023_2024,500000,NULL,2023-06-13
236986,2023_2024,500000,NULL,2023-12-15
237164,2022_2023,16000000,NULL,2022-06-09
237164,2022_2023,11000000,NULL,2022-11-09
237164,2023_2024,7000000,NULL,2023-03-29
237164,2023_2024,7000000,NULL,2023-06-22
237164,2023_2024,4000000,NULL,2023-12-14
237164,2024_2025,4000000,NULL,2024-05-29
237164,2024_2025,2800000,NULL,2024-12-20
237164,2025_2026,1000000,NULL,2025-06-05
237164,2025_2026,800000,NULL,2025-12-19
237226,2024_2025,2500000,NULL,2024-05-29
237226,2024_2025,2500000,NULL,2024-12-30
237666,2024_2025,2500000,NULL,2024-06-03
237666,2024_2025,2000000,NULL,2024-09-25
237666,2024_2025,1500000,NULL,2024-12-19
238407,2022_2023,10000000,NULL,2022-06-03
238407,2022_2023,10000000,NULL,2022-11-07
238639,2024_2025,6000000,NULL,2024-06-03
238639,2024_2025,4500000,NULL,2024-10-09
238639,2024_2025,3000000,NULL,2024-12-20
238639,2025_2026,2000000,NULL,2025-06-05
238639,2025_2026,1800000,NULL,2025-12-17
239972,2022_2023,300000,NULL,2022-06-16
239972,2022_2023,300000,NULL,2022-11-30
240274,2022_2023,1800000,NULL,2022-06-09
240274,2022_2023,1500000,NULL,2022-09-28
240274,2022_2023,1000000,NULL,2022-11-30
241307,2025_2026,2000000,NULL,2025-03-27
241307,2025_2026,1700000,NULL,2025-06-05
241307,2025_2026,1200000,NULL,2025-10-09
241307,2025_2026,1000000,NULL,2025-12-16
241477,2022_2023,2500000,NULL,2022-06-16
241477,2022_2023,2500000,NULL,2022-11-09
241477,2023_2024,2000000,NULL,2023-06-22
241477,2023_2024,1700000,NULL,2023-12-15
242086,2022_2023,50000000,NULL,2022-06-09
242086,2022_2023,38000000,NULL,2022-11-09
242086,2023_2024,30000000,NULL,2023-03-29
242086,2023_2024,25000000,NULL,2023-06-22
242086,2023_2024,22000000,NULL,2023-12-14
242086,2024_2025,22000000,NULL,2024-05-29
242086,2024_2025,22000000,NULL,2024-12-20
242086,2025_2026,27000000,NULL,2025-03-27
242086,2025_2026,27000000,NULL,2025-06-05
242086,2025_2026,25000000,NULL,2025-12-19
243188,2022_2023,3000000,NULL,2022-06-09
243188,2022_2023,2000000,NULL,2022-09-28
243188,2022_2023,2200000,NULL,2022-11-30
243188,2023_2024,2200000,NULL,2023-06-28
243188,2023_2024,3500000,NULL,2023-10-20
243188,2023_2024,4000000,NULL,2023-12-15
243188,2024_2025,5000000,NULL,2024-03-22
243188,2024_2025,5000000,NULL,2024-06-06
243188,2024_2025,4000000,NULL,2024-12-20
243605,2022_2023,150000,NULL,2022-06-28
243605,2022_2023,150000,NULL,2022-12-08
243714,2022_2023,60000000,NULL,2022-03-24
243714,2022_2023,60000000,NULL,2022-06-09
243714,2022_2023,60000000,NULL,2022-11-09
243714,2023_2024,65000000,NULL,2023-03-29
243714,2023_2024,65000000,NULL,2023-06-22
243714,2023_2024,65000000,NULL,2023-12-14
243714,2024_2025,50000000,NULL,2024-05-29
243714,2024_2025,40000000,NULL,2024-10-09
243714,2024_2025,35000000,NULL,2024-12-20
244940,2022_2023,7000000,NULL,2022-03-24
244940,2022_2023,13000000,NULL,2022-06-09
244940,2022_2023,17000000,NULL,2022-11-09
244940,2023_2024,13000000,NULL,2023-06-22
244940,2023_2024,13000000,NULL,2023-12-14
244940,2024_2025,10000000,NULL,2024-05-29
244940,2024_2025,7000000,NULL,2024-12-20
244940,2025_2026,5000000,NULL,2025-03-27
244940,2025_2026,4000000,NULL,2025-06-05
244940,2025_2026,3500000,NULL,2025-12-19
244997,2023_2024,300000,NULL,2023-06-28
244997,2023_2024,300000,NULL,2023-12-15
244997,2024_2025,300000,NULL,2024-06-06
244997,2024_2025,300000,NULL,2024-12-19
247555,2022_2023,2000000,NULL,2022-06-08
247555,2022_2023,3000000,NULL,2022-11-09
247555,2023_2024,5500000,NULL,2023-06-22
247555,2023_2024,5500000,NULL,2023-12-14
247555,2024_2025,4500000,NULL,2024-03-27
247555,2024_2025,3500000,NULL,2024-05-29
247555,2024_2025,3500000,NULL,2024-12-10
247915,2022_2023,8000000,NULL,2022-05-30
247915,2022_2023,7000000,NULL,2022-11-02
247915,2023_2024,9000000,NULL,2023-06-22
247915,2023_2024,9000000,NULL,2023-12-14
247915,2024_2025,7000000,NULL,2024-03-27
247915,2024_2025,6000000,NULL,2024-05-29
247915,2024_2025,4000000,NULL,2024-12-20
247915,2025_2026,2500000,NULL,2025-03-27
247915,2025_2026,2500000,NULL,2025-06-05
247915,2025_2026,2000000,NULL,2025-10-14
247915,2025_2026,1500000,NULL,2025-12-19
248999,2022_2023,6500000,NULL,2022-06-09
248999,2022_2023,5000000,NULL,2022-11-09
248999,2023_2024,5000000,NULL,2023-06-22
248999,2023_2024,5000000,NULL,2023-12-14
248999,2024_2025,4000000,NULL,2024-05-29
248999,2024_2025,3500000,NULL,2024-12-20
248999,2025_2026,3000000,NULL,2025-06-05
248999,2025_2026,3000000,NULL,2025-12-19
249157,2022_2023,1500000,NULL,2022-06-09
249157,2022_2023,2500000,NULL,2022-11-09
249157,2023_2024,2500000,NULL,2023-06-22
249157,2023_2024,3500000,NULL,2023-12-14
249157,2024_2025,3500000,NULL,2024-05-29
249157,2024_2025,3500000,NULL,2024-12-20
250013,2022_2023,12000000,NULL,2022-05-30
250013,2022_2023,9000000,NULL,2022-09-21
250013,2022_2023,9000000,NULL,2022-11-09
251299,2022_2023,1500000,NULL,2022-06-09
251299,2022_2023,1000000,NULL,2022-09-21
251299,2022_2023,1000000,NULL,2022-11-09
251299,2023_2024,2500000,NULL,2023-06-22
251299,2023_2024,3500000,NULL,2023-10-18
251299,2023_2024,5000000,NULL,2023-12-14
251299,2024_2025,5000000,NULL,2024-05-29
251299,2024_2025,3500000,NULL,2024-10-09
251299,2024_2025,2500000,NULL,2024-12-20
251299,2025_2026,6000000,NULL,2025-03-27
251299,2025_2026,9000000,NULL,2025-06-05
251299,2025_2026,12000000,NULL,2025-10-14
251299,2025_2026,12000000,NULL,2025-12-19
251302,2022_2023,10000000,NULL,2022-06-09
251302,2022_2023,10000000,NULL,2022-11-09
251302,2023_2024,8000000,NULL,2023-03-29
251302,2023_2024,7000000,NULL,2023-06-22
251302,2023_2024,7000000,NULL,2023-12-14
251302,2024_2025,5000000,NULL,2024-03-27
251302,2024_2025,4000000,NULL,2024-05-29
251302,2024_2025,3500000,NULL,2024-12-20
251309,2022_2023,9000000,NULL,2022-06-09
251309,2022_2023,9000000,NULL,2022-11-09
251309,2023_2024,8000000,NULL,2023-06-22
251309,2023_2024,5000000,NULL,2023-10-18
251309,2023_2024,4000000,NULL,2023-12-14
251309,2024_2025,3000000,NULL,2024-05-29
251309,2024_2025,3000000,NULL,2024-12-20
251878,2022_2023,5000000,NULL,2022-06-09
251878,2022_2023,7000000,NULL,2022-11-09
257455,2024_2025,55000000,NULL,2024-03-14
257455,2024_2025,55000000,NULL,2024-05-27
257455,2024_2025,50000000,NULL,2024-10-09
257455,2024_2025,40000000,NULL,2024-12-20
257814,2022_2023,22000000,NULL,2022-06-09
257814,2022_2023,25000000,NULL,2022-11-09
257814,2023_2024,35000000,NULL,2023-03-29
257814,2023_2024,35000000,NULL,2023-06-22
257814,2023_2024,40000000,NULL,2023-12-14
257814,2024_2025,40000000,NULL,2024-05-29
257814,2024_2025,40000000,NULL,2024-12-20
257814,2025_2026,40000000,NULL,2025-06-05
257814,2025_2026,40000000,NULL,2025-12-19
258039,2022_2023,3000000,NULL,2022-01-06
258039,2022_2023,3000000,NULL,2022-04-12
258039,2022_2023,3000000,NULL,2022-11-09
258039,2023_2024,6000000,NULL,2023-03-29
258039,2023_2024,8000000,NULL,2023-06-22
258039,2023_2024,8000000,NULL,2023-12-14
258039,2025_2026,5000000,NULL,2025-06-03
258039,2025_2026,3000000,NULL,2025-12-19
260008,2022_2023,175000,NULL,2022-06-28
260008,2022_2023,225000,NULL,2022-10-05
260008,2022_2023,250000,NULL,2022-12-08
260008,2023_2024,350000,NULL,2023-06-13
260008,2023_2024,500000,NULL,2023-12-15
260008,2024_2025,500000,NULL,2024-06-06
260008,2024_2025,450000,NULL,2024-12-19
260008,2025_2026,450000,NULL,2025-06-19
260008,2025_2026,350000,NULL,2025-12-16
260053,2022_2023,3000000,NULL,2022-06-16
260053,2022_2023,3000000,NULL,2022-11-09
260053,2023_2024,3000000,NULL,2023-06-22
260053,2023_2024,2000000,NULL,2023-12-14
261504,2024_2025,25000000,NULL,2024-03-21
261504,2024_2025,25000000,NULL,2024-06-07
261504,2024_2025,20000000,NULL,2024-10-09
261504,2024_2025,20000000,NULL,2024-12-20
261504,2025_2026,20000000,NULL,2025-06-05
261504,2025_2026,20000000,NULL,2025-12-19
263361,2023_2024,14000000,NULL,2023-06-20
263361,2023_2024,14000000,NULL,2023-12-14
263361,2025_2026,8000000,NULL,2025-05-27
263361,2025_2026,5000000,NULL,2025-10-14
263361,2025_2026,4000000,NULL,2025-12-19
263380,2023_2024,14000000,NULL,2023-03-14
263380,2023_2024,14000000,NULL,2023-06-08
263380,2023_2024,10000000,NULL,2023-12-14
263380,2024_2025,6000000,NULL,2024-03-27
263380,2024_2025,4000000,NULL,2024-05-29
263380,2024_2025,2000000,NULL,2024-10-09
263380,2024_2025,2000000,NULL,2024-12-20
263801,2023_2024,1300000,NULL,2023-03-28
263801,2023_2024,700000,NULL,2023-06-07
263801,2023_2024,700000,NULL,2023-12-14
263804,2023_2024,6000000,NULL,2023-05-22
263804,2023_2024,6000000,NULL,2023-12-20
264960,2022_2023,200000,NULL,2022-06-28
264960,2022_2023,250000,NULL,2022-10-05
264960,2022_2023,300000,NULL,2022-12-08
264960,2023_2024,400000,NULL,2023-03-30
264960,2023_2024,600000,NULL,2023-06-13
264960,2023_2024,600000,NULL,2023-12-15
264960,2024_2025,800000,NULL,2024-03-22
264960,2024_2025,1000000,NULL,2024-06-06
264960,2024_2025,1200000,NULL,2024-09-25
264960,2024_2025,1500000,NULL,2024-12-19
264960,2025_2026,1800000,NULL,2025-06-19
264960,2025_2026,2500000,NULL,2025-10-14
264960,2025_2026,2500000,NULL,2025-12-19
265127,2022_2023,6500000,NULL,2022-01-06
265127,2022_2023,5000000,NULL,2022-04-12
265127,2022_2023,3700000,NULL,2022-09-07
265127,2022_2023,3000000,NULL,2022-11-04
269878,2022_2023,2500000,NULL,2022-06-09
269878,2022_2023,3500000,NULL,2022-11-09
270393,2022_2023,7000000,NULL,2022-06-09
270393,2022_2023,9000000,NULL,2022-11-09
270393,2023_2024,6500000,NULL,2023-06-22
270393,2023_2024,6500000,NULL,2023-12-14
270393,2024_2025,5000000,NULL,2024-05-29
270393,2024_2025,3000000,NULL,2024-10-09
270393,2024_2025,3000000,NULL,2024-12-20
270393,2025_2026,4000000,NULL,2025-03-27
270393,2025_2026,4000000,NULL,2025-06-05
270393,2025_2026,3000000,NULL,2025-12-19
270541,2022_2023,10000000,NULL,2022-03-23
270541,2022_2023,10000000,NULL,2022-05-30
270541,2022_2023,10000000,NULL,2022-11-09
270541,2023_2024,14000000,NULL,2023-06-22
270541,2023_2024,40000000,NULL,2023-10-18
270541,2023_2024,40000000,NULL,2023-12-14
270541,2024_2025,40000000,NULL,2024-05-29
270541,2024_2025,40000000,NULL,2024-12-20
270541,2025_2026,45000000,NULL,2025-06-05
270541,2025_2026,40000000,NULL,2025-12-19
272278,2022_2023,4000000,NULL,2022-03-24
272278,2022_2023,4000000,NULL,2022-06-09
272278,2022_2023,4000000,NULL,2022-11-09
272278,2023_2024,4000000,NULL,2023-06-22
272278,2023_2024,12000000,NULL,2023-10-18
272278,2023_2024,17000000,NULL,2023-12-14
272278,2024_2025,25000000,NULL,2024-03-27
272278,2024_2025,28000000,NULL,2024-05-29
272278,2024_2025,22000000,NULL,2024-10-09
272278,2024_2025,18000000,NULL,2024-12-20
272278,2025_2026,15000000,NULL,2025-06-05
272278,2025_2026,12000000,NULL,2025-10-14
272278,2025_2026,10000000,NULL,2025-12-19
272587,2022_2023,3000000,NULL,2022-06-16
272587,2022_2023,5000000,NULL,2022-09-21
272587,2022_2023,8000000,NULL,2022-11-09
272587,2023_2024,8000000,NULL,2023-06-22
272587,2023_2024,6000000,NULL,2023-12-14
272587,2024_2025,5000000,NULL,2024-03-27
272587,2024_2025,3500000,NULL,2024-05-29
272587,2024_2025,1500000,NULL,2024-12-20
272587,2025_2026,800000,NULL,2025-06-05
272587,2025_2026,300000,NULL,2025-12-19
272638,2022_2023,3500000,NULL,2022-05-27
272638,2022_2023,3500000,NULL,2022-11-09
272812,2022_2023,1300000,NULL,2022-06-09
272812,2022_2023,1300000,NULL,2022-11-11
272845,2022_2023,150000,NULL,2022-06-28
272845,2022_2023,150000,NULL,2022-12-08
273132,2023_2024,15000000,NULL,2023-06-15
273132,2023_2024,15000000,NULL,2023-12-14
273132,2024_2025,12000000,NULL,2024-03-27
273132,2024_2025,12000000,NULL,2024-05-29
273132,2024_2025,8000000,NULL,2024-10-18
273132,2024_2025,8000000,NULL,2024-12-18
274461,2022_2023,1500000,NULL,2022-06-09
274461,2022_2023,1500000,NULL,2022-11-09
275249,2022_2023,800000,NULL,2022-06-16
275249,2022_2023,1200000,NULL,2022-09-21
275249,2022_2023,1500000,NULL,2022-11-09
277179,2022_2023,30000000,NULL,2022-06-09
277179,2022_2023,20000000,NULL,2022-09-21
277179,2022_2023,20000000,NULL,2022-11-09
278332,2022_2023,20000000,NULL,2022-06-09
278332,2022_2023,20000000,NULL,2022-11-09
278332,2023_2024,15000000,NULL,2023-03-29
278332,2023_2024,12000000,NULL,2023-06-22
278332,2023_2024,9000000,NULL,2023-12-14
278332,2024_2025,7000000,NULL,2024-05-29
278332,2024_2025,5000000,NULL,2024-10-09
278332,2024_2025,3500000,NULL,2024-12-20
278332,2025_2026,3500000,NULL,2025-06-05
278332,2025_2026,3500000,NULL,2025-12-19
278343,2022_2023,12000000,NULL,2022-03-24
278343,2022_2023,10000000,NULL,2022-06-09
