tm_id,dfl_id,club_name,shirt_number,full_name_tm,date_of_birth,position,saison,age
388513,NULL,"Borussia Dortmund",2,MateuMorey,2000-03-02,"Abwehr - Rechter Verteidiger",2023_2024,26
388815,NULL,"Borussia Dortmund",38,LucaUnbehaun,2001-02-27,Torwart,2022_2023,25
388944,NULL,"SC Paderborn 07",NULL,AdrianGryszkiewicz,1999-12-13,"Abwehr - Innenverteidiger",2022_2023,26
390460,NULL,"SC Paderborn 07",7,RichmondTachie,1999-04-21,"Sturm - Mittelstürmer",2022_2023,27
390661,NULL,"SV 07 Elversberg",NULL,JasonCeka,1999-11-10,"Sturm - Rechtsaußen",2025_2026,26
391379,NULL,"FC Schalke 04",NULL,"YassinBen Balla",NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025,NULL
391742,NULL,"FC Augsburg",5,PatricPfeiffer,1999-08-20,"Abwehr - Innenverteidiger",2023_2024,26
391766,NULL,"SV Werder Bremen",17,MarcoGrüll,1998-07-06,"Sturm - Linksaußen",2024_2025,28
391766,NULL,"SV Werder Bremen",17,MarcoGrüll,1998-07-06,"Sturm - Linksaußen",2025_2026,28
391780,NULL,"SV Werder Bremen",19,DerrickKöhn,1999-02-04,"Abwehr - Linker Verteidiger",2024_2025,27
391780,NULL,"1.FC Union Berlin",39,DerrickKöhn,1999-02-04,"Abwehr - Linker Verteidiger",2025_2026,27
392124,NULL,"FC Augsburg",25,DanielKlein,2001-03-13,Torwart,2022_2023,25
392124,NULL,"FC Augsburg",25,DanielKlein,2001-03-13,Torwart,2024_2025,25
392124,NULL,"FC Augsburg",25,DanielKlein,2001-03-13,Torwart,2025_2026,25
392156,NULL,"1.FC Union Berlin",16,TimMaciejewski,2001-03-05,"Mittelfeld - Offensives Mittelfeld",2022_2023,25
392163,NULL,"SC Freiburg",33,NoahWeißhaupt,2001-09-20,"Sturm - Linksaußen",2022_2023,24
392163,NULL,"SC Freiburg",7,NoahWeißhaupt,2001-09-20,"Sturm - Linksaußen",2023_2024,24
392163,NULL,"SC Freiburg",NULL,NoahWeißhaupt,NULL,"Sturm - Linksaußen",2024_2025,NULL
392710,NULL,"1.FSV Mainz 05",15,LennardMaloney,1999-10-08,"Mittelfeld - Defensives Mittelfeld",2024_2025,26
392710,NULL,"1.FSV Mainz 05",15,LennardMaloney,1999-10-08,"Mittelfeld - Defensives Mittelfeld",2025_2026,26
392768,NULL,"Bayer 04 Leverkusen",17,CallumHudson-Odoi,2000-11-07,"Sturm - Linksaußen",2022_2023,25
393323,NULL,"1.FC Union Berlin",7,BrendenAaronson,2000-10-22,"Mittelfeld - Offensives Mittelfeld",2023_2024,25
393512,NULL,"SV Werder Bremen",27,FelixAgu,1999-09-27,"Abwehr - Linker Verteidiger",2022_2023,26
393512,NULL,"SV Werder Bremen",27,FelixAgu,1999-09-27,"Abwehr - Linker Verteidiger",2023_2024,26
393512,NULL,"SV Werder Bremen",27,FelixAgu,1999-09-27,"Abwehr - Linker Verteidiger",2024_2025,26
393512,NULL,"SV Werder Bremen",27,FelixAgu,1999-09-27,"Abwehr - Linker Verteidiger",2025_2026,26
393745,NULL,"1.FC Köln",25,JusufGazibegovic,2000-03-11,"Abwehr - Rechter Verteidiger",2024_2025,26
393745,NULL,"1.FC Köln",NULL,JusufGazibegovic,2000-03-11,"Abwehr - Rechter Verteidiger",2025_2026,26
395516,NULL,"Bayer 04 Leverkusen",19,MoussaDiaby,1999-07-07,"Sturm - Rechtsaußen",2022_2023,27
395522,NULL,"FC Augsburg",9,SamuelEssende,1998-01-23,"Sturm - Mittelstürmer",2024_2025,28
395522,NULL,"FC Augsburg",NULL,SamuelEssende,NULL,"Sturm - Mittelstürmer",2025_2026,NULL
395671,NULL,"1.FC Köln",26,AnthonyRacioppi,1998-12-31,Torwart,2024_2025,27
395928,NULL,"Borussia Dortmund",46,MarcoPašalić,2000-09-14,"Sturm - Rechtsaußen",2022_2023,25
396333,NULL,"Hamburger SV",16,JaviMontero,1999-01-14,"Abwehr - Innenverteidiger",2022_2023,27
397171,NULL,"1.FC Köln",14,"Gideon Mensah",NULL,NULL,2022_2023,NULL
400489,NULL,"RB Leipzig",6,EljifElmas,1999-09-24,"Mittelfeld - Offensives Mittelfeld",2023_2024,26
400489,NULL,"RB Leipzig",NULL,EljifElmas,1999-09-24,"Mittelfeld - Offensives Mittelfeld",2024_2025,26
400546,NULL,"VfB Stuttgart",28,NikolasNartey,2000-02-22,"Mittelfeld - Zentrales Mittelfeld",2022_2023,26
400546,NULL,"VfB Stuttgart",28,NikolasNartey,2000-02-22,"Mittelfeld - Zentrales Mittelfeld",2023_2024,26
400546,NULL,"VfB Stuttgart",28,NikolasNartey,2000-02-22,"Mittelfeld - Zentrales Mittelfeld",2024_2025,26
400546,NULL,"VfB Stuttgart",28,NikolasNartey,2000-02-22,"Mittelfeld - Zentrales Mittelfeld",2025_2026,26
401173,NULL,"Borussia Dortmund",10,JadonSancho,2000-03-25,"Sturm - Linksaußen",2023_2024,26
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,1998-10-05,"Mittelfeld - Zentrales Mittelfeld",2022_2023,27
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,1998-10-05,"Mittelfeld - Zentrales Mittelfeld",2023_2024,27
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,1998-10-05,"Mittelfeld - Zentrales Mittelfeld",2024_2025,27
401578,NULL,"Bayer 04 Leverkusen",25,ExequielPalacios,1998-10-05,"Mittelfeld - Zentrales Mittelfeld",2025_2026,27
401639,NULL,"FC Augsburg",NULL,LukasPetkov,2000-11-01,"Sturm - Rechtsaußen",2022_2023,25
401639,NULL,"SV 07 Elversberg",25,LukasPetkov,2000-11-01,"Sturm - Rechtsaußen",2024_2025,25
401639,NULL,"SV 07 Elversberg",25,LukasPetkov,2000-11-01,"Sturm - Rechtsaußen",2025_2026,25
402008,NULL,"RB Leipzig",8,AmadouHaidara,1998-01-31,"Mittelfeld - Zentrales Mittelfeld",2022_2023,28
402008,NULL,"RB Leipzig",8,AmadouHaidara,1998-01-31,"Mittelfeld - Zentrales Mittelfeld",2023_2024,28
402008,NULL,"RB Leipzig",8,AmadouHaidara,1998-01-31,"Mittelfeld - Zentrales Mittelfeld",2024_2025,28
402008,NULL,"RB Leipzig",NULL,AmadouHaidara,NULL,"Mittelfeld - Zentrales Mittelfeld",2025_2026,NULL
403177,NULL,"Hamburger SV",29,EmirSahiti,1998-11-29,"Sturm - Rechtsaußen",2024_2025,27
403177,NULL,"Hamburger SV",NULL,EmirSahiti,1998-11-29,"Sturm - Rechtsaußen",2025_2026,27
403898,NULL,"Borussia Mönchengladbach",NULL,JordanBeyer,2000-05-19,"Abwehr - Innenverteidiger",2022_2023,26
404950,NULL,"RB Leipzig",13,NicolasSeiwald,2001-05-04,"Mittelfeld - Defensives Mittelfeld",2023_2024,25
404950,NULL,"RB Leipzig",13,NicolasSeiwald,2001-05-04,"Mittelfeld - Defensives Mittelfeld",2024_2025,25
404950,NULL,"RB Leipzig",13,NicolasSeiwald,2001-05-04,"Mittelfeld - Defensives Mittelfeld",2025_2026,25
405385,NULL,"SV Werder Bremen",3,YukinariSugawara,2000-06-28,"Abwehr - Rechter Verteidiger",2025_2026,26
405393,NULL,"FC Schalke 04",14,SoichiroKozuki,2000-12-22,"Sturm - Rechtsaußen",2022_2023,25
405393,NULL,"FC Schalke 04",14,SoichiroKozuki,2000-12-22,"Sturm - Rechtsaußen",2023_2024,25
405568,NULL,"FC Augsburg",NULL,MauriceMalone,2000-08-17,"Sturm - Mittelstürmer",2022_2023,25
405670,NULL,"Borussia Mönchengladbach",6,YannikEngelhardt,2001-02-07,"Mittelfeld - Defensives Mittelfeld",2025_2026,25
405674,NULL,"VfB Stuttgart",37,AntonisAidonis,2001-05-22,"Abwehr - Innenverteidiger",2022_2023,25
405679,NULL,"SV 07 Elversberg",5,FrederikJäkel,2001-03-07,"Abwehr - Innenverteidiger",2023_2024,25
405679,NULL,"SV 07 Elversberg",5,FrederikJäkel,2001-03-07,"Abwehr - Innenverteidiger",2024_2025,25
405687,NULL,"FC Schalke 04",6,TomKrauß,2001-06-22,"Mittelfeld - Defensives Mittelfeld",2022_2023,25
405687,NULL,"1.FSV Mainz 05",14,TomKrauß,2001-06-22,"Mittelfeld - Defensives Mittelfeld",2023_2024,25
405687,NULL,"1.FC Köln",5,TomKrauß,2001-06-22,"Mittelfeld - Defensives Mittelfeld",2025_2026,25
405689,NULL,"1.FSV Mainz 05",NULL,MerveillePapela,2001-01-18,"Mittelfeld - Zentrales Mittelfeld",2022_2023,25
405689,NULL,"1.FSV Mainz 05",24,MerveillePapela,2001-01-18,"Mittelfeld - Zentrales Mittelfeld",2023_2024,25
405690,NULL,"Borussia Dortmund",30,OlePohlmann,2001-04-05,"Mittelfeld - Offensives Mittelfeld",2023_2024,25
406614,NULL,"SC Paderborn 07",49,"Oliver Batista Meier",NULL,NULL,2022_2023,NULL
406640,NULL,"Borussia Dortmund",8,FelixNmecha,2000-10-10,"Mittelfeld - Zentrales Mittelfeld",2023_2024,25
406640,NULL,"Borussia Dortmund",8,FelixNmecha,2000-10-10,"Mittelfeld - Zentrales Mittelfeld",2024_2025,25
406640,NULL,"Borussia Dortmund",8,FelixNmecha,2000-10-10,"Mittelfeld - Zentrales Mittelfeld",2025_2026,25
406889,NULL,"SC Paderborn 07",16,PelleBoevink,1998-01-06,Torwart,2022_2023,28
406889,NULL,"SC Paderborn 07",1,PelleBoevink,1998-01-06,Torwart,2023_2024,28
406889,NULL,"SC Paderborn 07",NULL,PelleBoevink,NULL,Torwart,2024_2025,NULL
407098,NULL,"1.FC Köln",16,JakubKamiński,2002-06-05,"Sturm - Linksaußen",2025_2026,24
409517,NULL,"1.FC Union Berlin",14,YorbeVertessen,2001-01-08,"Sturm - Mittelstürmer",2023_2024,25
409517,NULL,"1.FC Union Berlin",NULL,YorbeVertessen,NULL,"Sturm - Mittelstürmer",2024_2025,NULL
410561,NULL,"FC Schalke 04",NULL,SidiSané,2003-04-21,"Sturm - Mittelstürmer",2022_2023,23
410870,NULL,"FC Schalke 04",17,AdrianGantenbein,2001-04-18,"Abwehr - Rechter Verteidiger",2024_2025,25
410870,NULL,"FC Schalke 04",17,AdrianGantenbein,2001-04-18,"Abwehr - Rechter Verteidiger",2025_2026,25
412935,NULL,"Hamburger SV",10,ImmanuelPherai,2001-04-25,"Mittelfeld - Offensives Mittelfeld",2023_2024,25
412935,NULL,"Hamburger SV",10,ImmanuelPherai,2001-04-25,"Mittelfeld - Offensives Mittelfeld",2024_2025,25
412935,NULL,"SV 07 Elversberg",22,ImmanuelPherai,2001-04-25,"Mittelfeld - Offensives Mittelfeld",2025_2026,25
412953,NULL,"TSG 1899 Hoffenheim",18,WouterBurger,2001-02-16,"Mittelfeld - Defensives Mittelfeld",2025_2026,25
413843,NULL,"SC Freiburg",NULL,KevenSchlotterbeck,1997-04-28,"Abwehr - Innenverteidiger",2022_2023,29
413843,NULL,"SC Freiburg",NULL,KevenSchlotterbeck,1997-04-28,"Abwehr - Innenverteidiger",2023_2024,29
413843,NULL,"FC Augsburg",31,KevenSchlotterbeck,1997-04-28,"Abwehr - Innenverteidiger",2024_2025,29
413843,NULL,"FC Augsburg",31,KevenSchlotterbeck,1997-04-28,"Abwehr - Innenverteidiger",2025_2026,29
415035,NULL,"TSG 1899 Hoffenheim",28,KokiMachida,1997-08-25,"Abwehr - Innenverteidiger",2025_2026,28
415194,NULL,"Hamburger SV",18,BakeryJatta,1998-06-06,"Sturm - Rechtsaußen",2022_2023,28
415194,NULL,"Hamburger SV",18,BakeryJatta,1998-06-06,"Sturm - Rechtsaußen",2023_2024,28
415194,NULL,"Hamburger SV",18,BakeryJatta,1998-06-06,"Sturm - Rechtsaußen",2024_2025,28
415194,NULL,"Hamburger SV",18,BakeryJatta,1998-06-06,"Sturm - Rechtsaußen",2025_2026,28
415912,NULL,"VfB Stuttgart",5,KonstantinosMavropanos,1997-12-11,"Abwehr - Innenverteidiger",2022_2023,28
415912,NULL,"VfB Stuttgart",NULL,KonstantinosMavropanos,1997-12-11,"Abwehr - Innenverteidiger",2023_2024,28
416380,NULL,"1.FC Köln",9,RagnarAche,1998-07-28,"Sturm - Mittelstürmer",2025_2026,27
420210,NULL,"RB Leipzig",3,LutsharelGeertruida,2000-07-18,"Abwehr - Rechter Verteidiger",2024_2025,26
420210,NULL,"RB Leipzig",NULL,LutsharelGeertruida,2000-07-18,"Abwehr - Rechter Verteidiger",2025_2026,26
420376,NULL,"SC Paderborn 07",18,MichaelMartin,2000-07-10,"Mittelfeld - Zentrales Mittelfeld",2023_2024,26
421323,NULL,"SC Paderborn 07",44,"Timur Gayret",NULL,NULL,2022_2023,NULL
421637,NULL,"FC Augsburg",19,FrankOnyeka,1998-01-01,"Mittelfeld - Zentrales Mittelfeld",2024_2025,28
422051,NULL,"FC Schalke 04",25,NikolaKatic,1996-10-10,"Abwehr - Innenverteidiger",2025_2026,29
422355,NULL,"Eintracht Frankfurt",NULL,"Jens PetterHauge",1999-10-12,"Sturm - Linksaußen",2022_2023,26
422355,NULL,"Eintracht Frankfurt",23,"Jens PetterHauge",1999-10-12,"Sturm - Linksaußen",2023_2024,26
424204,NULL,"FC Bayern München",19,AlphonsoDavies,2000-11-02,"Abwehr - Linker Verteidiger",2022_2023,25
424204,NULL,"FC Bayern München",19,AlphonsoDavies,2000-11-02,"Abwehr - Linker Verteidiger",2023_2024,25
424204,NULL,"FC Bayern München",19,AlphonsoDavies,2000-11-02,"Abwehr - Linker Verteidiger",2024_2025,25
424204,NULL,"FC Bayern München",NULL,AlphonsoDavies,2000-11-02,"Abwehr - Linker Verteidiger",2025_2026,25
425478,NULL,"FC Schalke 04",NULL,NelsonAmadin,2000-10-31,"Sturm - Rechtsaußen",2023_2024,25
425834,NULL,"SV 07 Elversberg",21,PaulStock,1997-01-08,"Mittelfeld - Offensives Mittelfeld",2023_2024,29
425834,NULL,"SV 07 Elversberg",21,PaulStock,1997-01-08,"Mittelfeld - Offensives Mittelfeld",2024_2025,29
428791,NULL,"Bayer 04 Leverkusen",NULL,Paulinho,2000-07-15,"Sturm - Hängende Spitze",2022_2023,26
429874,NULL,"Eintracht Frankfurt",36,AnsgarKnauff,2002-01-10,"Sturm - Rechtsaußen",2022_2023,24
429874,NULL,"Eintracht Frankfurt",36,AnsgarKnauff,2002-01-10,"Sturm - Rechtsaußen",2023_2024,24
429874,NULL,"Eintracht Frankfurt",36,AnsgarKnauff,2002-01-10,"Sturm - Rechtsaußen",2024_2025,24
429874,NULL,"Eintracht Frankfurt",7,AnsgarKnauff,2002-01-10,"Sturm - Rechtsaußen",2025_2026,24
430034,NULL,"SV 07 Elversberg",2,NicholasMickelson,1999-07-24,"Abwehr - Linker Verteidiger",2025_2026,26
431561,NULL,"VfB Stuttgart",32,RobertoMassimo,2000-10-12,"Sturm - Rechtsaußen",2023_2024,25
431848,NULL,"Hamburger SV",34,JonasDavid,2000-03-08,"Abwehr - Innenverteidiger",2022_2023,26
431848,NULL,"Hamburger SV",NULL,JonasDavid,2000-03-08,"Abwehr - Innenverteidiger",2023_2024,26
432403,NULL,"SC Freiburg",20,"Rihito Yamamoto",NULL,NULL,2022_2023,NULL
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,2000-11-28,Torwart,2022_2023,25
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,2000-11-28,Torwart,2023_2024,25
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,2000-11-28,Torwart,2024_2025,25
432671,NULL,"TSG 1899 Hoffenheim",37,LucaPhilipp,2000-11-28,Torwart,2025_2026,25
432757,NULL,"Hamburger SV",44,MarioVuskovic,2001-11-16,"Abwehr - Innenverteidiger",2022_2023,24
432757,NULL,"Hamburger SV",44,MarioVuskovic,2001-11-16,"Abwehr - Innenverteidiger",2023_2024,24
433185,NULL,"Hamburger SV",17,XavierAmaechi,2001-01-05,"Sturm - Rechtsaußen",2022_2023,25
433894,NULL,"Hamburger SV",36,AnssiSuhonen,2001-01-14,"Mittelfeld - Zentrales Mittelfeld",2022_2023,25
433894,NULL,"Hamburger SV",36,AnssiSuhonen,2001-01-14,"Mittelfeld - Zentrales Mittelfeld",2023_2024,25
433894,NULL,"Hamburger SV",NULL,AnssiSuhonen,NULL,"Mittelfeld - Zentrales Mittelfeld",2024_2025,NULL
434110,NULL,"FC Schalke 04",3,LeoGreiml,2001-07-03,"Abwehr - Innenverteidiger",2022_2023,25
434110,NULL,"FC Schalke 04",3,LeoGreiml,2001-07-03,"Abwehr - Innenverteidiger",2023_2024,25
434116,NULL,"TSG 1899 Hoffenheim",22,AlexanderPrass,2001-05-26,"Mittelfeld - Linkes Mittelfeld",2024_2025,25
434116,NULL,"TSG 1899 Hoffenheim",22,AlexanderPrass,2001-05-26,"Mittelfeld - Linkes Mittelfeld",2025_2026,25
435648,NULL,"FC Bayern München",32,JoshuaZirkzee,2001-05-22,"Sturm - Mittelstürmer",2022_2023,25
436064,NULL,"VfB Stuttgart",3,RamonHendriks,2001-07-18,"Abwehr - Innenverteidiger",2024_2025,25
436064,NULL,"VfB Stuttgart",3,RamonHendriks,2001-07-18,"Abwehr - Innenverteidiger",2025_2026,25
436585,NULL,"1.FSV Mainz 05",37,DelanoBurgzorg,1998-11-07,"Sturm - Linksaußen",2022_2023,27
440386,NULL,"SC Paderborn 07",31,MaximilianRohr,1995-06-27,"Abwehr - Innenverteidiger",2022_2023,31
440386,NULL,"SC Paderborn 07",31,MaximilianRohr,1995-06-27,"Abwehr - Innenverteidiger",2023_2024,31
440386,NULL,"SV 07 Elversberg",31,MaximilianRohr,1995-06-27,"Abwehr - Innenverteidiger",2024_2025,31
440386,NULL,"SV 07 Elversberg",31,MaximilianRohr,1995-06-27,"Abwehr - Innenverteidiger",2025_2026,31
442891,NULL,"Bayer 04 Leverkusen",11,MartinTerrier,1997-03-04,"Sturm - Linksaußen",2024_2025,29
442891,NULL,"Bayer 04 Leverkusen",11,MartinTerrier,1997-03-04,"Sturm - Linksaußen",2025_2026,29
443331,NULL,"SC Freiburg",6,PatrickOsterhage,2000-02-01,"Mittelfeld - Defensives Mittelfeld",2024_2025,26
443331,NULL,"SC Freiburg",6,PatrickOsterhage,2000-02-01,"Mittelfeld - Defensives Mittelfeld",2025_2026,26
443710,NULL,"TSG 1899 Hoffenheim",13,AngeloStiller,2001-04-04,"Mittelfeld - Defensives Mittelfeld",2022_2023,25
443710,NULL,"TSG 1899 Hoffenheim",NULL,AngeloStiller,2001-04-04,"Mittelfeld - Defensives Mittelfeld",2023_2024,25
443710,NULL,"VfB Stuttgart",6,AngeloStiller,2001-04-04,"Mittelfeld - Defensives Mittelfeld",2024_2025,25
443710,NULL,"VfB Stuttgart",6,AngeloStiller,2001-04-04,"Mittelfeld - Defensives Mittelfeld",2025_2026,25
443855,NULL,"SC Paderborn 07",9,NickBätzner,2000-03-15,"Sturm - Linksaußen",2025_2026,26
445606,NULL,"1.FSV Mainz 05",NULL,"FabioMoreno Fell",NULL,"Sturm - Mittelstürmer",2025_2026,NULL
445939,NULL,"Eintracht Frankfurt",7,OmarMarmoush,1999-02-07,"Sturm - Mittelstürmer",2023_2024,27
445939,NULL,"Eintracht Frankfurt",7,OmarMarmoush,1999-02-07,"Sturm - Mittelstürmer",2024_2025,27
447799,NULL,"SC Paderborn 07",40,NiclasNadj,2000-12-24,"Sturm - Rechtsaußen",2022_2023,25
447799,NULL,"SC Paderborn 07",40,NiclasNadj,2000-12-24,"Sturm - Rechtsaußen",2023_2024,25
448177,NULL,"1.FSV Mainz 05",11,JessicNgankam,2000-07-20,"Sturm - Mittelstürmer",2023_2024,26
448177,NULL,"Eintracht Frankfurt",NULL,JessicNgankam,2000-07-20,"Sturm - Mittelstürmer",2025_2026,26
448257,NULL,"Hamburger SV",42,OgechikaHeil,2000-11-27,"Mittelfeld - Offensives Mittelfeld",2022_2023,25
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,2000-12-11,"Abwehr - Rechter Verteidiger",2022_2023,25
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,2000-12-11,"Abwehr - Rechter Verteidiger",2023_2024,25
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,2000-12-11,"Abwehr - Rechter Verteidiger",2024_2025,25
448258,NULL,"VfB Stuttgart",4,JoshaVagnoman,2000-12-11,"Abwehr - Rechter Verteidiger",2025_2026,25
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,2000-01-22,"Abwehr - Innenverteidiger",2022_2023,26
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,2000-01-22,"Abwehr - Innenverteidiger",2023_2024,26
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,2000-01-22,"Abwehr - Innenverteidiger",2024_2025,26
448259,NULL,"SV 07 Elversberg",19,LukasPinckert,2000-01-22,"Abwehr - Innenverteidiger",2025_2026,26
448705,NULL,"Eintracht Frankfurt",40,DiantRamaj,2001-09-19,Torwart,2022_2023,24
449592,NULL,"SV Werder Bremen",18,CameronPuertas,1998-08-18,"Mittelfeld - Zentrales Mittelfeld",2025_2026,27
449597,NULL,"SV Werder Bremen",23,IsaacSchmidt,1999-12-07,"Abwehr - Rechter Verteidiger",2025_2026,26
450234,NULL,"TSG 1899 Hoffenheim",30,MarcoJohn,2002-04-02,"Mittelfeld - Zentrales Mittelfeld",2023_2024,24
451276,NULL,"RB Leipzig",17,DominikSzoboszlai,2000-10-25,"Mittelfeld - Offensives Mittelfeld",2022_2023,25
451403,NULL,"1.FC Union Berlin",38,LaurenzDehl,2001-12-12,"Sturm - Rechtsaußen",2023_2024,24
452054,NULL,"FC Schalke 04",NULL,JoeyMüller,2000-08-30,"Mittelfeld - Defensives Mittelfeld",2022_2023,25
452054,NULL,"FC Schalke 04",NULL,JoeyMüller,2000-08-30,"Mittelfeld - Defensives Mittelfeld",2023_2024,25
452068,NULL,"Bayer 04 Leverkusen",32,AymanAzhil,2001-04-10,"Mittelfeld - Defensives Mittelfeld",2022_2023,25
452068,NULL,"Borussia Dortmund",NULL,AymanAzhil,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025,NULL
452477,NULL,"SC Freiburg",20,JuniorAdamu,2001-06-06,"Sturm - Mittelstürmer",2023_2024,25
452477,NULL,"SC Freiburg",20,JuniorAdamu,2001-06-06,"Sturm - Mittelstürmer",2024_2025,25
452477,NULL,"SC Freiburg",NULL,JuniorAdamu,NULL,"Sturm - Mittelstürmer",2025_2026,NULL
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,1997-07-01,"Abwehr - Rechter Verteidiger",2022_2023,29
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,1997-07-01,"Abwehr - Rechter Verteidiger",2023_2024,29
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,1997-07-01,"Abwehr - Rechter Verteidiger",2024_2025,29
453016,NULL,"1.FSV Mainz 05",19,AnthonyCaci,1997-07-01,"Abwehr - Rechter Verteidiger",2025_2026,29
453121,NULL,"SC Paderborn 07",10,KoenKostons,1999-09-18,"Sturm - Mittelstürmer",2023_2024,26
453121,NULL,"SC Paderborn 07",NULL,KoenKostons,NULL,"Sturm - Mittelstürmer",2024_2025,NULL
453307,NULL,"SV 07 Elversberg",27,FilimonGerezgiher,2000-07-04,"Sturm - Linksaußen",2024_2025,26
453307,NULL,"SV 07 Elversberg",NULL,FilimonGerezgiher,2000-07-04,"Sturm - Linksaußen",2025_2026,26
453737,NULL,"Borussia Dortmund",35,MarcelLotka,2001-05-25,Torwart,2022_2023,25
453737,NULL,"Borussia Dortmund",35,MarcelLotka,2001-05-25,Torwart,2023_2024,25
453737,NULL,"Borussia Dortmund",35,MarcelLotka,2001-05-25,Torwart,2024_2025,25
453757,NULL,"1.FC Köln",34,JulianRoloff,2001-01-17,Torwart,2022_2023,25
453770,NULL,"FC Schalke 04",28,JustinHeekeren,2000-11-27,Torwart,2022_2023,25
453770,NULL,"FC Schalke 04",28,JustinHeekeren,2000-11-27,Torwart,2023_2024,25
453770,NULL,"FC Schalke 04",28,JustinHeekeren,2000-11-27,Torwart,2024_2025,25
453770,NULL,"FC Schalke 04",NULL,JustinHeekeren,NULL,Torwart,2025_2026,NULL
453865,NULL,"SC Freiburg",24,KimberlyEzekwem,2001-06-19,"Abwehr - Linker Verteidiger",2022_2023,25
453865,NULL,"SC Paderborn 07",19,KimberlyEzekwem,2001-06-19,"Abwehr - Linker Verteidiger",2023_2024,25
453870,NULL,"1.FC Union Berlin",16,BenedictHollerbach,2001-05-17,"Sturm - Mittelstürmer",2023_2024,25
453870,NULL,"1.FC Union Berlin",16,BenedictHollerbach,2001-05-17,"Sturm - Mittelstürmer",2024_2025,25
453870,NULL,"1.FSV Mainz 05",17,BenedictHollerbach,2001-05-17,"Sturm - Mittelstürmer",2025_2026,25
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,1999-04-13,"Mittelfeld - Zentrales Mittelfeld",2022_2023,27
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,1999-04-13,"Mittelfeld - Zentrales Mittelfeld",2023_2024,27
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,1999-04-13,"Mittelfeld - Zentrales Mittelfeld",2024_2025,27
454863,NULL,"1.FC Union Berlin",13,AndrásSchäfer,1999-04-13,"Mittelfeld - Zentrales Mittelfeld",2025_2026,27
455661,NULL,"SV 07 Elversberg",27,NickWoltemade,2002-02-14,"Sturm - Mittelstürmer",2022_2023,24
455661,NULL,"SV Werder Bremen",29,NickWoltemade,2002-02-14,"Sturm - Mittelstürmer",2023_2024,24
455661,NULL,"VfB Stuttgart",11,NickWoltemade,2002-02-14,"Sturm - Mittelstürmer",2024_2025,24
455661,NULL,"VfB Stuttgart",NULL,NickWoltemade,NULL,"Sturm - Mittelstürmer",2025_2026,NULL
455662,NULL,"SV Werder Bremen",33,AbdenegoNankishi,2002-07-06,"Sturm - Linksaußen",2024_2025,24
455922,NULL,"Borussia Mönchengladbach",41,JanOlschowsky,2001-11-18,Torwart,2022_2023,24
455922,NULL,"Borussia Mönchengladbach",41,JanOlschowsky,2001-11-18,Torwart,2023_2024,24
455922,NULL,"Borussia Mönchengladbach",23,JanOlschowsky,2001-11-18,Torwart,2025_2026,24
456492,NULL,"Eintracht Frankfurt",11,FarideAlidou,2001-07-18,"Sturm - Linksaußen",2022_2023,25
456492,NULL,"1.FC Köln",40,FarideAlidou,2001-07-18,"Sturm - Linksaußen",2023_2024,25
457341,NULL,"FC Schalke 04",5,DerryMurkin,1999-07-27,"Abwehr - Linker Verteidiger",2023_2024,26
457341,NULL,"FC Schalke 04",5,DerryMurkin,1999-07-27,"Abwehr - Linker Verteidiger",2024_2025,26
460245,NULL,"FC Schalke 04",25,MoritzJenz,1999-04-30,"Abwehr - Innenverteidiger",2022_2023,27
460245,NULL,"1.FSV Mainz 05",3,MoritzJenz,1999-04-30,"Abwehr - Innenverteidiger",2024_2025,27
460655,NULL,"FC Schalke 04",9,MoussaSylla,1999-11-25,"Sturm - Mittelstürmer",2024_2025,26
460655,NULL,"FC Schalke 04",9,MoussaSylla,1999-11-25,"Sturm - Mittelstürmer",2025_2026,26
464154,NULL,"1.FC Köln",27,ImadRondic,1999-02-16,"Sturm - Mittelstürmer",2024_2025,27
467250,NULL,"Borussia Mönchengladbach",22,"Yukhym Konoplya",NULL,NULL,2022_2023,NULL
467434,NULL,"Borussia Mönchengladbach",NULL,RoccoReitz,2002-05-29,"Mittelfeld - Zentrales Mittelfeld",2022_2023,24
